ensembl_gene_id	gene_id	V1	V4	V5	V7	baseMean	log2FoldChange	FoldChange	stat	pvalue	padj	Sy5Y_2197294_3x_4	Sy5Y_2197294_3x_3	Sy5Y_2197294_3x_2	Sy5Y_DMSO_3	Sy5Y_DMSO_4	Sy5Y_DMSO_2
ENSG00000134775.15	FHOD3	chr18	36297714	36780055	+	2788.97493940556	-1.03800534559079	0.487000329795118	-5.79370524010424	0.0000000068850253864756	0.0000113615437104823	1658	2195	3255	5177	5649	5906
ENSG00000156052.11	NA	NA	NA	NA	NA	17904.8522656188	-0.683526985423037	0.622641228811381	-5.28125835124198	0.00000012829962191988	0.000194074561424138	7457	10442	9998	18600	15326	17863
ENSG00000180957.18	NA	NA	NA	NA	NA	7576.32812277103	-0.953606661329663	0.516340024318092	-5.04881184724717	0.000000444566312575961	0.000620751361990681	4482	7312	7880	14081	14409	15484
ENSG00000105877.18	NA	NA	NA	NA	NA	103.982535427904	2.85208555095906	7.22043397445087	5.00754513331104	0.00000055128627250729	0.000714782029896595	25	5	27	3	5	1
ENSG00000056558.11	NA	NA	NA	NA	NA	80.0129116375997	1.43422681801248	2.7023729980714	4.93266943741921	0.00000081113363560292	0.000981579850230947	74	31	46	21	19	24
ENSG00000164329.13	PAPD4	chr5	79612120	79686648	+	1373.79577147604	-0.895542609838967	0.537544981977897	-4.81672704166692	0.00000145932099102711	0.00165559966432026	796	969	1457	2067	2355	2446
ENSG00000228716.7	NA	NA	NA	NA	NA	15737.6876680914	-0.505338202080871	0.704495207754958	-4.74348561944491	0.00000210071862861231	0.0022430732086218	19563	23415	22146	37311	33260	36210
ENSG00000160392.13	C19orf47	chr19	40319536	40348527	-	1095.18969071893	-0.602291522213601	0.658706858972084	-4.65610351338799	0.00000322249959965665	0.00307907561743858	791	1086	1012	1698	1632	1739
ENSG00000138336.9	NA	NA	NA	NA	NA	6520.8678549956	-0.421080911929322	0.746864840306698	-4.65607666666564	0.00000322291960838106	0.00307907561743858	3839	3553	4199	5907	5622	6307
ENSG00000088930.8	NA	NA	NA	NA	NA	13915.9422317686	-0.717946121468733	0.607962345978613	-4.64248256998019	0.00000344247687331468	0.0031243920102204	9025	12194	13477	21437	22670	21686
ENSG00000113643.9	NA	NA	NA	NA	NA	10458.9402257174	-0.304861343227216	0.809520015414046	-4.45130508148465	0.00000853499834030633	0.00737748999396383	8681	9726	9681	13702	13021	13307
ENSG00000100395.15	NA	NA	NA	NA	NA	2802.95013676836	-0.449121860891314	0.732488563190473	-4.34999850302838	0.0000136138461351818	0.0112326606839009	1057	1410	1444	2146	2012	2004
ENSG00000130997.16	POLN	chr4	2071918	2242121	-	60.9003362674156	1.90613555977985	3.74803794738136	4.33528358146284	0.0000145572332940575	0.0114888216849448	34	17	58	7	13	13
ENSG00000213614.10	NA	NA	NA	NA	NA	2684.48125910832	0.217059932259915	1.16236239323072	4.25900669820601	0.0000205337318072792	0.0155303458235722	3644	3307	3414	3459	3600	3211
ENSG00000286391.1	NA	NA	NA	NA	NA	188.665145066673	0.710765547402991	1.63667236568611	4.21843446040611	0.0000246004455079323	0.0178618914743995	439	289	386	217	298	265
ENSG00000227906.8	NA	NA	NA	NA	NA	173.844203870252	0.731569738485976	1.66044477232292	4.20712155444361	0.0000258644036201704	0.0180573328658974	197	149	164	111	105	137
ENSG00000007171.18	NA	NA	NA	NA	NA	188.550330903525	0.773123072210159	1.70896526252666	4.17900558791458	0.0000292786492685139	0.0196839274637802	358	327	302	237	200	229
ENSG00000149554.13	NA	NA	NA	NA	NA	5736.41419020487	-0.341275086766337	0.789343363817966	-4.02410217788592	0.0000571930835647747	0.0366328749861174	6320	7032	6891	10271	9305	10016
ENSG00000179889.19	NA	NA	NA	NA	NA	6505.72989756091	-0.769637339524811	0.586564905061358	-4.01777246726716	0.0000587508846879632	0.0366328749861174	2065	3291	3890	5979	5985	6197
ENSG00000237188.5	NA	NA	NA	NA	NA	71.9165962356661	-1.15987355066698	0.447551760761083	-4.01068228991164	0.0000605435351246983	0.0366328749861174	21	46	47	94	98	102
ENSG00000286366.1	NA	NA	NA	NA	NA	37.1748562365724	1.35251915022451	2.55357627041989	3.98422971098753	0.0000676993624385309	0.0396412524833617	66	49	77	22	24	40
ENSG00000137710.17	NA	NA	NA	NA	NA	10562.401950252	-0.341154727391895	0.789409218925166	-3.93711269969728	0.0000824678820257813	0.0467799060791245	7823	8590	8807	12375	11067	13384
ENSG00000214376.6	NA	NA	NA	NA	NA	125.853861099301	0.695290922228466	1.6192109171699	3.81001041784663	0.000138960936066219	0.0764369367113336	205	137	163	113	111	134
ENSG00000134452.19	FBXO18	chr10	5890203	5937594	+	4250.80142348427	0.139771424554363	1.10173054779794	3.79750828317592	0.000146157894127253	0.0780311204175849	5716	4904	5695	5787	5642	5595
ENSG00000080845.17	DLGAP4	chr20	36306336	36528637	+	9691.85072868497	-0.298580994778411	0.813051704163502	-3.70852649714975	0.000208468848422249	0.10811790104459	5711	6646	7255	9798	8665	9331
ENSG00000183186.8	NA	NA	NA	NA	NA	1288.25960290467	0.347136483559971	1.27203333946934	3.64698616537845	0.000265334204188397	0.130643655700969	299	283	319	294	265	256
ENSG00000108387.15	NA	NA	NA	NA	NA	1149.31507647124	0.427855265497502	1.34523224494257	3.64605542276893	0.000266296565719251	0.130643655700969	146	139	144	111	131	125
ENSG00000165644.11	NA	NA	NA	NA	NA	482.521973528307	0.553738144314473	1.46788418422458	3.57885138357775	0.000345107637405797	0.16485246932079	131	138	182	91	146	116
ENSG00000148848.14	ADAM12	chr10	126012381	126388455	-	6974.26171563895	-0.248597964478676	0.84171400987075	-3.57049261372477	0.00035631050225328	0.165839698382091	17900	17819	17060	25433	23571	23342
ENSG00000117148.8	NA	NA	NA	NA	NA	109.775029518638	1.42300274169875	2.68143027894796	3.55112706364017	0.000383585181814558	0.174070955507446	15	26	17	9	8	8
ENSG00000071794.16	NA	NA	NA	NA	NA	6912.94939809332	-0.382908993798512	0.766889704243996	-3.53299701537113	0.000410877110178505	0.181908324486835	7785	8365	10613	12862	13510	13719
ENSG00000105538.10	NA	NA	NA	NA	NA	129.186258378787	0.927496017448039	1.90197201294444	3.52141098875065	0.000429256752410591	0.185520680232311	45	35	29	17	29	20
ENSG00000241962.9	AC079447.1	chr2	99141485	99322741	+	34.7661557424545	1.50039023565995	2.82919229159387	3.49666134637789	0.000471119496714523	0.198878165217722	33	26	55	15	19	12
ENSG00000145808.10	NA	NA	NA	NA	NA	1395.23785030637	-0.844211439174582	0.557015184135318	-3.4597589885241	0.000540659068853034	0.217233513001501	714	826	1536	1750	1976	2573
ENSG00000184678.10	HIST2H2BE	chr1	149884459	149886652	-	2631.18020209759	-0.238011466367291	0.847913225493665	-3.45594977132673	0.000548357494159525	0.217233513001501	673	542	650	806	891	831
ENSG00000285901.1	NA	NA	NA	NA	NA	446.331908425306	-5.4187530166773	0.0233772167130337	-3.45489674112885	0.000550503613820462	0.217233513001501	0	0	0	0	0	27
ENSG00000124535.16	NA	NA	NA	NA	NA	4295.94535593278	0.234151726354387	1.17621494477696	3.44247800573752	0.00057641073494105	0.222069804743701	5139	4273	4979	4707	4667	4686
ENSG00000163492.15	NA	NA	NA	NA	NA	232.758886449516	-1.4393146304337	0.368742438233498	-3.43744621206839	0.000587227337356637	0.222069804743701	6	3	8	18	16	19
ENSG00000261771.5	DNAAF4-CCPG1	chr15	55355248	55498360	-	70.2762412009083	7.62320582848446	197.157642967269	3.42265479407615	0.000620127775679737	0.226630480451058	64	0	33	0	0	0
ENSG00000143702.16	NA	NA	NA	NA	NA	29949.9963479164	-0.326998003874425	0.797193579543837	-3.42084996649678	0.000624257603710494	0.226630480451058	30645	28759	37174	44811	46670	47569
ENSG00000008277.14	ADAM22	chr7	87934143	88202889	+	10846.2354173874	-0.167444392222357	0.890418583421842	-3.41475573436126	0.000638392336201014	0.227217601700408	19073	18686	20660	24846	24268	26386
ENSG00000164754.15	NA	NA	NA	NA	NA	29080.5313858195	-0.174078786765681	0.886333294481178	-3.38548830849708	0.000710517361733821	0.248025214426775	37129	36957	38297	51488	45674	48941
ENSG00000112139.16	NA	NA	NA	NA	NA	8736.57117609901	-0.380419555709391	0.768214150835638	-3.35885944833588	0.000782648627428844	0.268049771416762	238	188	229	300	391	289
ENSG00000139734.19	NA	NA	NA	NA	NA	2438.96643654235	-0.464936514238376	0.724502958311754	-3.34786858728428	0.000814356166805656	0.273744317404746	2852	3487	3436	5574	4705	5297
ENSG00000163507.14	NA	NA	NA	NA	NA	3249.44837598811	-0.487520745408197	0.713249756599451	-3.2686874597466	0.00108047577815475	0.356596296819364	3129	3908	4826	6629	6175	6328
ENSG00000119537.18	NA	NA	NA	NA	NA	2883.70195231485	-0.405395563790957	0.755029247514812	-3.24410563599759	0.00117820042290034	0.38190525136584	2125	2626	2690	3961	3736	3675
ENSG00000260075.1	AC217777.1	chr17	46372855	46487141	+	198.41663862316	-4.11407660421853	0.0577483443750379	-3.22727785635135	0.00124974038381553	0.397987499070518	0	0	0	0	4	7
ENSG00000204072.3	ARMCX7P	chrX	101597510	101598671	+	31.9898064832672	7.73187491491091	212.581894012742	3.2172191067234	0.0012943970550984	0.405101643864589	30	68	0	0	0	0
ENSG00000157869.15	NA	NA	NA	NA	NA	1040.54053500857	-0.236194451009722	0.848981810276042	-3.168001096434	0.00153490941611477	0.468726597333443	831	866	905	1176	1147	1207
ENSG00000197837.3	HIST4H4	chr12	14767999	14771131	-	166.108990813238	-0.824017955127343	0.564866577168405	-3.1630427172569	0.00156129420337908	0.468726597333443	16	14	34	41	53	36
ENSG00000284770.2	NA	NA	NA	NA	NA	2108.49781990533	0.201448621998997	1.14985235176887	3.16046764238779	0.00157516099809057	0.468726597333443	2208	2141	2535	2219	2432	2233
ENSG00000145029.14	NA	NA	NA	NA	NA	1360.63612824889	0.31918806217351	1.2476281955951	3.12517632935228	0.00177698506621547	0.520255369708761	601	646	617	573	548	602
ENSG00000159307.19	NA	NA	NA	NA	NA	5069.52833989426	-0.378635140432178	0.769164913908398	-3.10064401002334	0.00193100289572001	0.55637404068428	590	473	662	802	907	862
ENSG00000145819.18	NA	NA	NA	NA	NA	1851.73140501266	-0.226811832033973	0.854521187192399	-3.08462482810425	0.00203809064072488	0.578053457975594	1465	1307	1648	1891	2027	2022
ENSG00000180198.16	NA	NA	NA	NA	NA	8615.01942300542	0.225512722283086	1.16919269646999	3.07268311339838	0.00212143632864201	0.592435572884767	11977	9290	11689	10147	11140	11051
ENSG00000161395.14	NA	NA	NA	NA	NA	730.235878024193	0.26080743072335	1.19814908310232	3.02269141241521	0.00250537580877951	0.689054267893421	390	388	387	366	410	344
ENSG00000286132.1	NA	NA	NA	NA	NA	480.526649635777	4.22077066993846	18.6456950244803	3.0174066126929	0.00254947582192161	0.69071768835106	9	0	0	0	0	0
ENSG00000211459.2	MT-RNR1	chrM	648	1601	+	134573.972615248	-0.522540661797098	0.696144805469389	-2.98902394355332	0.00279870198943497	0.725940031315815	118304	61007	89954	152780	129615	159532
ENSG00000105427.10	NA	NA	NA	NA	NA	44.4593531936731	-0.971799113083574	0.509869832973265	-2.98659212867472	0.0028210582252933	0.725940031315815	18	35	24	59	65	51
ENSG00000185565.12	NA	NA	NA	NA	NA	10767.6110081706	-0.231425349982248	0.85179292382247	-2.98607750313515	0.00282581015337172	0.725940031315815	3781	3776	4068	5460	5112	5145
ENSG00000162585.17	NA	NA	NA	NA	NA	2283.37082620153	0.237385099930124	1.17885403842325	2.981809719808	0.0028655003710733	0.725940031315815	2191	2185	2138	2360	2025	1988
ENSG00000233822.4	HIST1H2BN	chr6	27837760	27865798	+	183.186834904522	-0.373495093540892	0.771910189136045	-2.98032311498626	0.00287944481350478	0.725940031315815	220	163	214	295	300	293
ENSG00000188013.6	AC087499.1	chr17	20589293	20590367	+	204.840187314008	1.24041912718119	2.36267161901871	2.95489482626916	0.00312775656449888	0.777740235051831	10	15	14	5	4	10
ENSG00000157168.20	NA	NA	NA	NA	NA	5825.50751568762	-0.164246956016914	0.892394201154632	-2.94021082844046	0.00327988992047378	0.804548132924866	1473	1391	1529	1918	1874	1873
ENSG00000125285.6	NA	NA	NA	NA	NA	74.6810312892465	4.23330368920457	18.8083800267842	2.92834346836586	0.00340773371591901	0.824762432151491	0	4	5	0	0	0
ENSG00000159131.17	NA	NA	NA	NA	NA	15507.4402515723	0.129256198906253	1.09372966863655	2.92176730911264	0.00348051464099058	0.827086074026615	17928	16966	17585	18879	17796	18592
ENSG00000101463.6	NA	NA	NA	NA	NA	421.190132187928	3.86836770764967	14.6047697406529	2.91927520034226	0.00350846340348443	0.827086074026615	1	3	3	0	0	0
ENSG00000102383.14	NA	NA	NA	NA	NA	802.918845674306	0.299787046007788	1.23096269942648	2.90789897588908	0.00363865862824273	0.845498736638971	501	583	577	544	469	543
ENSG00000170745.12	NA	NA	NA	NA	NA	459.365934858625	1.17326435602113	2.25521402650756	2.90438728136783	0.00367972676258697	0.845498736638971	18	17	10	2	14	7
ENSG00000162777.17	NA	NA	NA	NA	NA	42.1693896545398	2.70377333864955	6.51503684882222	2.89720247507213	0.00376506673642116	0.846355458716517	4	5	8	3	0	0
ENSG00000269110.1	AC010636.2	chr19	20553792	20661583	-	16.8524516931996	-4.64965081271923	0.0398396611559122	-2.89623394356586	0.0037767073686667	0.846355458716517	0	0	0	7	9	0
ENSG00000283378.1	BX088645.1	chr9	61330717	61453030	+	57.3078229191965	-1.78544016950617	0.290087458755823	-2.85984100533555	0.00423853451745402	0.938266811717382	15	1	1	11	35	21
ENSG00000283907.1	AD000090.1	chr19	35557956	35581954	+	364.348536385425	-0.877228867150231	0.544412136027376	-2.85229243602902	0.00434051489437727	0.949265377864292	203	158	189	357	511	293
ENSG00000274290.3	NA	NA	NA	NA	NA	300.735267327938	-0.336381877793203	0.792025136090112	-2.84665176102192	0.00441816644238126	0.954744729310769	239	220	241	361	315	341
ENSG00000110881.12	NA	NA	NA	NA	NA	5155.52364853339	-0.461020054039273	0.726472426457616	-2.83885871209029	0.00452751989837468	0.966865190532908	736	890	1222	1433	1523	1544
ENSG00000005302.19	NA	NA	NA	NA	NA	2679.28218406884	0.159133312424629	1.11661613827632	2.83022193239234	0.00465157255979373	0.981806338434602	3220	3246	3298	3360	3396	3321
ENSG00000117595.12	NA	NA	NA	NA	NA	710.309379839312	-0.382612419296852	0.767047369796596	-2.82631774939157	0.00470865301501575	0.98243068423639	855	875	798	1271	1238	1295
ENSG00000171345.13	KRT19	chr17	41523617	41528308	-	2449.0619313197	-0.636520817900973	0.643262361791424	-2.81637040375899	0.00485696338421555	1	27	41	29	62	52	60
ENSG00000091879.14	NA	NA	NA	NA	NA	166.201829833618	-0.48882992933984	0.71260280659144	-2.8118044706382	0.0049264440681757	1	152	125	142	219	228	229
ENSG00000204650.14	LINC02210	chr17	45620328	45655156	+	2440.23743834047	-0.3564739405945	0.781071247847421	-2.80535714618526	0.00502608549489944	1	1906	2594	2579	3809	3280	3380
ENSG00000166387.13	NA	NA	NA	NA	NA	590.515808257054	-0.258437338944349	0.835992938385263	-2.79729366992093	0.0051532669971605	1	1181	964	1083	1354	1615	1470
ENSG00000180616.9	NA	NA	NA	NA	NA	998.046739938614	-0.329633048507055	0.795738855303186	-2.79605955574609	0.00517298668986707	1	781	565	799	843	1096	1148
ENSG00000203814.6	HIST2H2BF	chr1	149782689	149812373	-	318.426308371508	-0.426569780878639	0.744028721350746	-2.78836162795191	0.00529753726851618	1	654	371	531	806	733	854
ENSG00000005243.10	NA	NA	NA	NA	NA	64.5003485455513	0.543602931905183	1.45760815102496	2.7842219977453	0.00536562957167684	1	254	199	245	199	180	171
ENSG00000108349.17	NA	NA	NA	NA	NA	15096.9173457891	-0.229623227611347	0.85285759388302	-2.75444475566446	0.00587918144068696	1	11729	13783	12723	18420	16171	17212
ENSG00000233029.3	AC244453.2	chr1	121090289	121097655	-	19.6016741235253	-3.65326131536554	0.0794801653745402	-2.75336832276275	0.0058985493267463	1	0	0	0	4	3	1
ENSG00000186076.5	AC012085.1	chr12	93640822	93641586	-	129.502904831933	0.677977266046582	1.5998950453596	2.75193969429874	0.00592434295019607	1	105	114	61	68	61	74
ENSG00000103426.12	CORO7-PAM16	chr16	4340251	4420494	-	51.8537131358386	2.34101862025087	5.06660240695176	2.74794045508022	0.00599708991904767	1	16	18	28	0	8	6
ENSG00000079308.19	NA	NA	NA	NA	NA	1965.94434460425	-0.177726205301008	0.884095298770405	-2.72131289836956	0.00650231822132821	1	4152	3596	4437	5235	5328	5266
ENSG00000278662.5	NA	NA	NA	NA	NA	109.600438459554	-1.57018319382569	0.336765628906181	-2.72122149866755	0.00650411645211428	1	4	0	9	9	25	10
ENSG00000261455.1	LINC01003	chr7	152463786	152465549	+	576.48958447434	-0.21533612794303	0.861345454782905	-2.70405859661354	0.00684982087723632	1	428	423	451	606	543	591
ENSG00000257727.6	NA	NA	NA	NA	NA	4111.68337416181	0.146626551422628	1.10697800079356	2.68753108663948	0.00719824016553899	1	3200	3303	3261	3422	3428	3320
ENSG00000162728.5	NA	NA	NA	NA	NA	658.475368769189	-0.313002631087587	0.804964669580808	-2.68439935799274	0.00726602557780941	1	387	293	368	458	571	466
ENSG00000148925.10	BTBD10	chr11	13388001	13463297	-	4339.96928873117	-0.215621515274395	0.861175084217986	-2.682396124997	0.0073096848471991	1	2086	2278	2242	2984	2782	3081
ENSG00000134245.18	NA	NA	NA	NA	NA	83.9059203887002	-0.67267721648606	0.627341445728403	-2.65735673508937	0.00787560563302583	1	33	21	48	47	71	68
ENSG00000164620.9	NA	NA	NA	NA	NA	1102.24266698073	0.195699158896414	1.14527905128649	2.65482579995125	0.0079349373480238	1	797	716	784	780	811	717
ENSG00000273820.2	NA	NA	NA	NA	NA	955.429871239136	-0.244574357231701	0.844064786435713	-2.65315862784954	0.00797423859033536	1	376	404	440	548	554	562
ENSG00000187243.16	MAGED4B	chrX	52061827	52069248	-	7688.91604916179	0.285118720224757	1.21851053149901	2.64847470809323	0.00808558991011557	1	2002	2054	1865	1956	1974	1682
ENSG00000185650.10	NA	NA	NA	NA	NA	3928.9724379051	-0.340924561060965	0.789535170642548	-2.64668819503046	0.00812842624398303	1	130	111	150	181	207	181
ENSG00000246250.3	NA	NA	NA	NA	NA	55.8045372165906	-1.18365121324392	0.440235925599526	-2.64595466116348	0.00814607338873394	1	8	5	10	26	25	9
ENSG00000174343.6	NA	NA	NA	NA	NA	113.831219572261	-1.57747697752716	0.335067351077766	-2.64500657829785	0.00816893289195499	1	3	5	1	11	12	8
ENSG00000112812.16	NA	NA	NA	NA	NA	272.965534873105	-1.5525041735768	0.340917798552254	-2.63471275299086	0.00842085123081006	1	3	3	2	9	6	12
ENSG00000047457.14	NA	NA	NA	NA	NA	66.80801365878	-1.85896248574177	0.275674459010061	-2.6315554860228	0.00849949870504049	1	2	1	3	3	14	8
ENSG00000232445.2	NA	NA	NA	NA	NA	1231.53525491186	0.603435862326575	1.51933063570628	2.62535078952017	0.00865597381593286	1	48	29	38	27	33	27
ENSG00000269955.2	C7orf55-LUC7L2	chr7	139341360	139422599	+	2290.72280109882	-0.183178027129988	0.880760682430611	-2.62461768112637	0.00867463099911823	1	2954	2654	2796	3671	3612	3701
ENSG00000198133.8	TMEM229B	chr14	67447084	67533739	-	1321.99055151269	-0.497370875100939	0.708396566609306	-2.62141792451405	0.00875648441088867	1	42	38	32	71	48	63
ENSG00000168701.19	NA	NA	NA	NA	NA	1477.91512883278	0.248897999878826	1.18829908803853	2.61807120204007	0.00884283515095533	1	1871	1857	1587	1889	1782	1498
ENSG00000134352.20	NA	NA	NA	NA	NA	5275.26231941999	-0.20668016989116	0.866528935334581	-2.61687847287851	0.00887379283078916	1	6409	6298	6671	9081	7634	9038
ENSG00000133028.12	NA	NA	NA	NA	NA	5980.19569778041	-0.224646269021797	0.85580483271937	-2.61386500559508	0.00895244009197752	1	3909	3430	4860	5068	5712	5555
ENSG00000182858.14	NA	NA	NA	NA	NA	1348.50038002288	0.175664705532387	1.1294846823193	2.59615207411609	0.00942743295690323	1	823	794	902	928	799	839
ENSG00000161921.16	NA	NA	NA	NA	NA	65.6593702279321	0.908511234343865	1.87710744816399	2.59401584299306	0.00948621155199937	1	20	20	22	7	17	14
ENSG00000119888.11	NA	NA	NA	NA	NA	6944.02924686352	-0.600011883287013	0.659748521103318	-2.58692370005612	0.0096837032638869	1	32	19	30	30	53	58
ENSG00000125398.8	NA	NA	NA	NA	NA	535.70549609527	-0.368385087377847	0.774649132286787	-2.58390679312717	0.00976881902234787	1	279	246	241	385	371	383
ENSG00000004779.10	NA	NA	NA	NA	NA	4562.26211090948	0.184523219967884	1.13644134147334	2.58131538944916	0.0098424617339366	1	4954	4836	4605	5252	4909	4454
ENSG00000113615.13	NA	NA	NA	NA	NA	5150.97388738736	-0.226775228619339	0.854542867997583	-2.57943844256034	0.00989610943964036	1	3336	3241	3724	4656	4097	5108
ENSG00000153993.13	SEMA3D	chr7	84995553	85186855	-	805.050389639893	0.497858378490223	1.41211577787058	2.56972964087065	0.0101777910531592	1	45	51	50	40	30	49
ENSG00000101670.12	NA	NA	NA	NA	NA	718.160307414195	-2.79787209072519	0.143799235337144	-2.56919990786883	0.0101933635636054	1	1	0	1	7	6	3
ENSG00000288093.1	NA	NA	NA	NA	NA	37.6578573593848	-0.795645791509982	0.576085243464847	-2.56648574184494	0.0102734848838839	1	22	16	34	36	55	52
ENSG00000157601.14	NA	NA	NA	NA	NA	223.268564871686	3.26947059148666	9.64292342412617	2.55840964962933	0.01051521407997	1	1	6	2	0	0	1
ENSG00000151413.17	NA	NA	NA	NA	NA	1186.16554246195	0.175342909647551	1.12923277669833	2.55693468152054	0.0105599044187594	1	1268	1073	1155	1193	1196	1173
ENSG00000132591.12	NA	NA	NA	NA	NA	4594.93168714013	0.123429715459144	1.08932142800704	2.55684083634607	0.0105627535595954	1	4783	4673	4852	5297	4962	4873
ENSG00000260448.6	NA	NA	NA	NA	NA	32.4267257667236	0.778492220328986	1.71533721413778	2.55232225897935	0.0107007492406506	1	31	28	35	21	23	19
ENSG00000214367.8	NA	NA	NA	NA	NA	1947.90708702583	-0.234051350178869	0.850243896597595	-2.55047404561614	0.010757653367555	1	2148	2051	2554	2923	2953	3246
ENSG00000156395.13	NA	NA	NA	NA	NA	1325.88036082469	-0.990062693805727	0.503455896356092	-2.55046295449094	0.0107579956596321	1	8	7	6	20	15	13
ENSG00000155926.14	NA	NA	NA	NA	NA	122.608266571422	-0.95181493603075	0.516981680506686	-2.54963503598143	0.0107835740686156	1	14	12	14	21	45	23
ENSG00000175984.15	NA	NA	NA	NA	NA	248.218128034591	1.20223197797138	2.30095373853017	2.54888239800801	0.0108068735967178	1	15	8	7	5	5	5
ENSG00000265533.1	AC114689.3	chr18	67516546	67899619	+	17.2765805426194	-3.46071089004745	0.0908285154228978	-2.54108120044773	0.0110510250860646	1	0	0	0	5	0	2
ENSG00000177301.15	NA	NA	NA	NA	NA	4322.2301772621	-0.388887063125237	0.763718531960022	-2.54044812430907	0.0110710515961639	1	59	49	66	83	88	91
ENSG00000143224.18	NA	NA	NA	NA	NA	960.374697787781	0.262133110015455	1.19925055733788	2.53626635382069	0.0112041480223687	1	811	937	1050	958	967	763
ENSG00000204969.7	NA	NA	NA	NA	NA	781.134080351905	-0.90872997853403	0.532653786310051	-2.5352923854601	0.0112353505521841	1	12	7	6	18	18	18
ENSG00000132207.18	NA	NA	NA	NA	NA	2234.69116107438	0.276321815789113	1.21110320941509	2.52835554907338	0.0114598232960069	1	3447	3732	3118	3853	3126	2859
ENSG00000178802.18	NA	NA	NA	NA	NA	2598.23103395149	0.170147353787626	1.12517340162614	2.52714463619703	0.0114994133731089	1	3266	3225	3128	3491	3180	3188
ENSG00000189050.16	NA	NA	NA	NA	NA	400.310834916677	0.311460112270593	1.24096300938768	2.52652273707759	0.0115197931358578	1	763	757	901	784	680	779
ENSG00000149090.11	PAMR1	chr11	35431823	35530300	-	111.755584263956	1.29338949424725	2.45103229644507	2.52555915310775	0.0115514332915077	1	8	9	15	5	9	1
ENSG00000160584.16	NA	NA	NA	NA	NA	5671.1147312428	-0.117325706331615	0.921894965173634	-2.52034365809569	0.0117240307605004	1	3641	3219	3880	4464	4418	4505
ENSG00000132932.17	NA	NA	NA	NA	NA	11225.441966029	1.64385596235511	3.12499950738985	2.51914773783102	0.0117639285546892	1	5	8	6	1	3	3
ENSG00000104413.18	NA	NA	NA	NA	NA	7719.98475139259	0.437482504829854	1.354239124348	2.51908754642324	0.0117659398147364	1	57	53	69	58	35	59
ENSG00000177459.11	NA	NA	NA	NA	NA	57.3547129826657	1.59347427467317	3.01775205263022	2.51817523493781	0.0117964615256743	1	3	7	11	1	3	4
ENSG00000260400.1	AL513534.1	chr10	68698500	68700794	+	591.45160290778	-0.437847589009216	0.738235188285509	-2.5144449449817	0.0119219915226994	1	643	478	816	883	856	1256
ENSG00000105171.10	NA	NA	NA	NA	NA	2039.72396918388	0.17114283819551	1.1259500585607	2.50848584518745	0.0121249825936099	1	2315	2190	2180	2388	2195	2259
ENSG00000148832.16	NA	NA	NA	NA	NA	140.756045951687	0.855975385956102	1.80998204511793	2.50619379518829	0.0122038710736337	1	90	98	63	73	56	32
ENSG00000141506.13	PIK3R5	chr17	8878911	8965712	-	128.31386647458	3.3812322689441	10.4196309062929	2.5005332156184	0.012400650378796	1	1	1	3	0	0	0
