Sample Name,Cell_Line,Treatment,Group,Details,Sample_Summary,Organism
iPSC_5420_3x_1,iPSC,iPSC_5420,iPSC_5420_3x,iPSC_5420_3x_1,iPSC_5420_3x_1,Homo sapiens
iPSC_5420_3x_2,iPSC,iPSC_5420,iPSC_5420_3x,iPSC_5420_3x_2,iPSC_5420_3x_2,Homo sapiens
iPSC_5420_3x_3,iPSC,iPSC_5420,iPSC_5420_3x,iPSC_5420_3x_3,iPSC_5420_3x_3,Homo sapiens
iPSC_6152_10x_1,iPSC,iPSC_6152,iPSC_6152_10x,iPSC_6152_10x_1,iPSC_6152_10x_1,Homo sapiens
iPSC_6152_10x_2,iPSC,iPSC_6152,iPSC_6152_10x,iPSC_6152_10x_2,iPSC_6152_10x_2,Homo sapiens
iPSC_6152_10x_3,iPSC,iPSC_6152,iPSC_6152_10x,iPSC_6152_10x_3,iPSC_6152_10x_3,Homo sapiens
iPSC_6152_3x_1,iPSC,iPSC_6152,iPSC_6152_3x,iPSC_6152_3x_1,iPSC_6152_3x_1,Homo sapiens
iPSC_6152_3x_2,iPSC,iPSC_6152,iPSC_6152_3x,iPSC_6152_3x_2,iPSC_6152_3x_2,Homo sapiens
iPSC_6152_3x_3,iPSC,iPSC_6152,iPSC_6152_3x,iPSC_6152_3x_3,iPSC_6152_3x_3,Homo sapiens
iPSC_6527_10x_1,iPSC,iPSC_6527,iPSC_6527_10x,iPSC_6527_10x_1,iPSC_6527_10x_1,Homo sapiens
iPSC_6527_10x_2,iPSC,iPSC_6527,iPSC_6527_10x,iPSC_6527_10x_2,iPSC_6527_10x_2,Homo sapiens
iPSC_6527_10x_3,iPSC,iPSC_6527,iPSC_6527_10x,iPSC_6527_10x_3,iPSC_6527_10x_3,Homo sapiens
iPSC_6527_3x_1,iPSC,iPSC_6527,iPSC_6527_3x,iPSC_6527_3x_1,iPSC_6527_3x_1,Homo sapiens
iPSC_6527_3x_2,iPSC,iPSC_6527,iPSC_6527_3x,iPSC_6527_3x_2,iPSC_6527_3x_2,Homo sapiens
iPSC_6527_3x_3,iPSC,iPSC_6527,iPSC_6527_3x,iPSC_6527_3x_3,iPSC_6527_3x_3,Homo sapiens
iPSC_6866_10x_1,iPSC,iPSC_6866,iPSC_6866_10x,iPSC_6866_10x_1,iPSC_6866_10x_1,Homo sapiens
iPSC_6866_10x_2,iPSC,iPSC_6866,iPSC_6866_10x,iPSC_6866_10x_2,iPSC_6866_10x_2,Homo sapiens
iPSC_6866_10x_3,iPSC,iPSC_6866,iPSC_6866_10x,iPSC_6866_10x_3,iPSC_6866_10x_3,Homo sapiens
iPSC_6866_3x_1,iPSC,iPSC_6866,iPSC_6866_3x,iPSC_6866_3x_1,iPSC_6866_3x_1,Homo sapiens
iPSC_6866_3x_2,iPSC,iPSC_6866,iPSC_6866_3x,iPSC_6866_3x_2,iPSC_6866_3x_2,Homo sapiens
iPSC_6866_3x_3,iPSC,iPSC_6866,iPSC_6866_3x,iPSC_6866_3x_3,iPSC_6866_3x_3,Homo sapiens
iPSC_6960_10x_1,iPSC,iPSC_6960,iPSC_6960_10x,iPSC_6960_10x_1,iPSC_6960_10x_1,Homo sapiens
iPSC_6960_10x_2,iPSC,iPSC_6960,iPSC_6960_10x,iPSC_6960_10x_2,iPSC_6960_10x_2,Homo sapiens
iPSC_6960_10x_3,iPSC,iPSC_6960,iPSC_6960_10x,iPSC_6960_10x_3,iPSC_6960_10x_3,Homo sapiens
iPSC_6960_3x_1,iPSC,iPSC_6960,iPSC_6960_3x,iPSC_6960_3x_1,iPSC_6960_3x_1,Homo sapiens
iPSC_6960_3x_2,iPSC,iPSC_6960,iPSC_6960_3x,iPSC_6960_3x_2,iPSC_6960_3x_2,Homo sapiens
iPSC_6960_3x_3,iPSC,iPSC_6960,iPSC_6960_3x,iPSC_6960_3x_3,iPSC_6960_3x_3,Homo sapiens
iPSC_9701_10x_1,iPSC,iPSC_9701,iPSC_9701_10x,iPSC_9701_10x_1,iPSC_9701_10x_1,Homo sapiens
iPSC_9701_10x_2,iPSC,iPSC_9701,iPSC_9701_10x,iPSC_9701_10x_2,iPSC_9701_10x_2,Homo sapiens
iPSC_9701_10x_3,iPSC,iPSC_9701,iPSC_9701_10x,iPSC_9701_10x_3,iPSC_9701_10x_3,Homo sapiens
iPSC_9701_3x_1,iPSC,iPSC_9701,iPSC_9701_3x,iPSC_9701_3x_1,iPSC_9701_3x_1,Homo sapiens
iPSC_9701_3x_2,iPSC,iPSC_9701,iPSC_9701_3x,iPSC_9701_3x_2,iPSC_9701_3x_2,Homo sapiens
iPSC_9701_3x_3,iPSC,iPSC_9701,iPSC_9701_3x,iPSC_9701_3x_3,iPSC_9701_3x_3,Homo sapiens
iPSC_DMSO_1A,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_1A,iPSC_DMSO_1A,Homo sapiens
iPSC_DMSO_1B,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_1B,iPSC_DMSO_1B,Homo sapiens
iPSC_DMSO_2A,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_2A,iPSC_DMSO_2A,Homo sapiens
iPSC_DMSO_2B,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_2B,iPSC_DMSO_2B,Homo sapiens
iPSC_DMSO_3A,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_3A,iPSC_DMSO_3A,Homo sapiens
iPSC_DMSO_3B,iPSC,iPSC_DMSO,iPSC_DMSO,iPSC_DMSO_3B,iPSC_DMSO_3B,Homo sapiens
NGN2_4088_10x_1,NGN2,NGN2_4088,NGN2_4088_10x,NGN2_4088_10x_1,NGN2_4088_10x_1,Homo sapiens
NGN2_4088_10x_2,NGN2,NGN2_4088,NGN2_4088_10x,NGN2_4088_10x_2,NGN2_4088_10x_2,Homo sapiens
NGN2_4088_10x_3,NGN2,NGN2_4088,NGN2_4088_10x,NGN2_4088_10x_3,NGN2_4088_10x_3,Homo sapiens
NGN2_4088_3x_1,NGN2,NGN2_4088,NGN2_4088_3x,NGN2_4088_3x_1,NGN2_4088_3x_1,Homo sapiens
NGN2_4088_3x_2,NGN2,NGN2_4088,NGN2_4088_3x,NGN2_4088_3x_2,NGN2_4088_3x_2,Homo sapiens
NGN2_4088_3x_3,NGN2,NGN2_4088,NGN2_4088_3x,NGN2_4088_3x_3,NGN2_4088_3x_3,Homo sapiens
NGN2_4090_10x_1,NGN2,NGN2_4090,NGN2_4090_10x,NGN2_4090_10x_1,NGN2_4090_10x_1,Homo sapiens
NGN2_4090_10x_2,NGN2,NGN2_4090,NGN2_4090_10x,NGN2_4090_10x_2,NGN2_4090_10x_2,Homo sapiens
NGN2_4090_10x_3,NGN2,NGN2_4090,NGN2_4090_10x,NGN2_4090_10x_3,NGN2_4090_10x_3,Homo sapiens
NGN2_4090_3x_1,NGN2,NGN2_4090,NGN2_4090_3x,NGN2_4090_3x_1,NGN2_4090_3x_1,Homo sapiens
NGN2_4090_3x_2,NGN2,NGN2_4090,NGN2_4090_3x,NGN2_4090_3x_2,NGN2_4090_3x_2,Homo sapiens
NGN2_4090_3x_3,NGN2,NGN2_4090,NGN2_4090_3x,NGN2_4090_3x_3,NGN2_4090_3x_3,Homo sapiens
NGN2_4714_10x_1,NGN2,NGN2_4714,NGN2_4714_10x,NGN2_4714_10x_1,NGN2_4714_10x_1,Homo sapiens
NGN2_4714_10x_2,NGN2,NGN2_4714,NGN2_4714_10x,NGN2_4714_10x_2,NGN2_4714_10x_2,Homo sapiens
NGN2_4714_10x_3,NGN2,NGN2_4714,NGN2_4714_10x,NGN2_4714_10x_3,NGN2_4714_10x_3,Homo sapiens
NGN2_4714_3x_1,NGN2,NGN2_4714,NGN2_4714_3x,NGN2_4714_3x_1,NGN2_4714_3x_1,Homo sapiens
NGN2_4714_3x_2,NGN2,NGN2_4714,NGN2_4714_3x,NGN2_4714_3x_2,NGN2_4714_3x_2,Homo sapiens
NGN2_4714_3x_3,NGN2,NGN2_4714,NGN2_4714_3x,NGN2_4714_3x_3,NGN2_4714_3x_3,Homo sapiens
NGN2_4741_10x_1,NGN2,NGN2_4741,NGN2_4741_10x,NGN2_4741_10x_1,NGN2_4741_10x_1,Homo sapiens
NGN2_4741_10x_2,NGN2,NGN2_4741,NGN2_4741_10x,NGN2_4741_10x_2,NGN2_4741_10x_2,Homo sapiens
NGN2_4741_10x_3,NGN2,NGN2_4741,NGN2_4741_10x,NGN2_4741_10x_3,NGN2_4741_10x_3,Homo sapiens
NGN2_4741_3x_1,NGN2,NGN2_4741,NGN2_4741_3x,NGN2_4741_3x_1,NGN2_4741_3x_1,Homo sapiens
NGN2_4741_3x_2,NGN2,NGN2_4741,NGN2_4741_3x,NGN2_4741_3x_2,NGN2_4741_3x_2,Homo sapiens
NGN2_4741_3x_3,NGN2,NGN2_4741,NGN2_4741_3x,NGN2_4741_3x_3,NGN2_4741_3x_3,Homo sapiens
NGN2_4748_10x_1,NGN2,NGN2_4748,NGN2_4748_10x,NGN2_4748_10x_1,NGN2_4748_10x_1,Homo sapiens
NGN2_4748_10x_2,NGN2,NGN2_4748,NGN2_4748_10x,NGN2_4748_10x_2,NGN2_4748_10x_2,Homo sapiens
NGN2_4748_10x_3,NGN2,NGN2_4748,NGN2_4748_10x,NGN2_4748_10x_3,NGN2_4748_10x_3,Homo sapiens
NGN2_4748_3x_1,NGN2,NGN2_4748,NGN2_4748_3x,NGN2_4748_3x_1,NGN2_4748_3x_1,Homo sapiens
NGN2_4748_3x_2,NGN2,NGN2_4748,NGN2_4748_3x,NGN2_4748_3x_2,NGN2_4748_3x_2,Homo sapiens
NGN2_4748_3x_3,NGN2,NGN2_4748,NGN2_4748_3x,NGN2_4748_3x_3,NGN2_4748_3x_3,Homo sapiens
NGN2_5420_10x_1,NGN2,NGN2_5420,NGN2_5420_10x,NGN2_5420_10x_1,NGN2_5420_10x_1,Homo sapiens
NGN2_5420_10x_2,NGN2,NGN2_5420,NGN2_5420_10x,NGN2_5420_10x_2,NGN2_5420_10x_2,Homo sapiens
NGN2_5420_10x_3,NGN2,NGN2_5420,NGN2_5420_10x,NGN2_5420_10x_3,NGN2_5420_10x_3,Homo sapiens
NGN2_5420_3x_1,NGN2,NGN2_5420,NGN2_5420_3x,NGN2_5420_3x_1,NGN2_5420_3x_1,Homo sapiens
NGN2_5420_3x_2,NGN2,NGN2_5420,NGN2_5420_3x,NGN2_5420_3x_2,NGN2_5420_3x_2,Homo sapiens
NGN2_5420_3x_3,NGN2,NGN2_5420,NGN2_5420_3x,NGN2_5420_3x_3,NGN2_5420_3x_3,Homo sapiens
NGN2_6152_10x_1,NGN2,NGN2_6152,NGN2_6152_10x,NGN2_6152_10x_1,NGN2_6152_10x_1,Homo sapiens
NGN2_6152_10x_2,NGN2,NGN2_6152,NGN2_6152_10x,NGN2_6152_10x_2,NGN2_6152_10x_2,Homo sapiens
NGN2_6152_10x_3,NGN2,NGN2_6152,NGN2_6152_10x,NGN2_6152_10x_3,NGN2_6152_10x_3,Homo sapiens
NGN2_6152_3x_1,NGN2,NGN2_6152,NGN2_6152_3x,NGN2_6152_3x_1,NGN2_6152_3x_1,Homo sapiens
NGN2_6152_3x_2,NGN2,NGN2_6152,NGN2_6152_3x,NGN2_6152_3x_2,NGN2_6152_3x_2,Homo sapiens
NGN2_6152_3x_3,NGN2,NGN2_6152,NGN2_6152_3x,NGN2_6152_3x_3,NGN2_6152_3x_3,Homo sapiens
NGN2_6527_10x_1,NGN2,NGN2_6527,NGN2_6527_10x,NGN2_6527_10x_1,NGN2_6527_10x_1,Homo sapiens
NGN2_6527_10x_2,NGN2,NGN2_6527,NGN2_6527_10x,NGN2_6527_10x_2,NGN2_6527_10x_2,Homo sapiens
NGN2_6527_10x_3,NGN2,NGN2_6527,NGN2_6527_10x,NGN2_6527_10x_3,NGN2_6527_10x_3,Homo sapiens
NGN2_6527_3x_1,NGN2,NGN2_6527,NGN2_6527_3x,NGN2_6527_3x_1,NGN2_6527_3x_1,Homo sapiens
NGN2_6527_3x_2,NGN2,NGN2_6527,NGN2_6527_3x,NGN2_6527_3x_2,NGN2_6527_3x_2,Homo sapiens
NGN2_6527_3x_3,NGN2,NGN2_6527,NGN2_6527_3x,NGN2_6527_3x_3,NGN2_6527_3x_3,Homo sapiens
NGN2_6866_10x_1,NGN2,NGN2_6866,NGN2_6866_10x,NGN2_6866_10x_1,NGN2_6866_10x_1,Homo sapiens
NGN2_6866_10x_2,NGN2,NGN2_6866,NGN2_6866_10x,NGN2_6866_10x_2,NGN2_6866_10x_2,Homo sapiens
NGN2_6866_10x_3,NGN2,NGN2_6866,NGN2_6866_10x,NGN2_6866_10x_3,NGN2_6866_10x_3,Homo sapiens
NGN2_6866_3x_1,NGN2,NGN2_6866,NGN2_6866_3x,NGN2_6866_3x_1,NGN2_6866_3x_1,Homo sapiens
NGN2_6866_3x_2,NGN2,NGN2_6866,NGN2_6866_3x,NGN2_6866_3x_2,NGN2_6866_3x_2,Homo sapiens
NGN2_6866_3x_3,NGN2,NGN2_6866,NGN2_6866_3x,NGN2_6866_3x_3,NGN2_6866_3x_3,Homo sapiens
NGN2_6960_10x_1,NGN2,NGN2_6960,NGN2_6960_10x,NGN2_6960_10x_1,NGN2_6960_10x_1,Homo sapiens
NGN2_6960_10x_2,NGN2,NGN2_6960,NGN2_6960_10x,NGN2_6960_10x_2,NGN2_6960_10x_2,Homo sapiens
NGN2_6960_10x_3,NGN2,NGN2_6960,NGN2_6960_10x,NGN2_6960_10x_3,NGN2_6960_10x_3,Homo sapiens
NGN2_6960_3x_1,NGN2,NGN2_6960,NGN2_6960_3x,NGN2_6960_3x_1,NGN2_6960_3x_1,Homo sapiens
NGN2_6960_3x_2,NGN2,NGN2_6960,NGN2_6960_3x,NGN2_6960_3x_2,NGN2_6960_3x_2,Homo sapiens
NGN2_6960_3x_3,NGN2,NGN2_6960,NGN2_6960_3x,NGN2_6960_3x_3,NGN2_6960_3x_3,Homo sapiens
NGN2_9701_10x_1,NGN2,NGN2_9701,NGN2_9701_10x,NGN2_9701_10x_1,NGN2_9701_10x_1,Homo sapiens
NGN2_9701_10x_2,NGN2,NGN2_9701,NGN2_9701_10x,NGN2_9701_10x_2,NGN2_9701_10x_2,Homo sapiens
NGN2_9701_10x_3,NGN2,NGN2_9701,NGN2_9701_10x,NGN2_9701_10x_3,NGN2_9701_10x_3,Homo sapiens
NGN2_9701_3x_1,NGN2,NGN2_9701,NGN2_9701_3x,NGN2_9701_3x_1,NGN2_9701_3x_1,Homo sapiens
NGN2_9701_3x_2,NGN2,NGN2_9701,NGN2_9701_3x,NGN2_9701_3x_2,NGN2_9701_3x_2,Homo sapiens
NGN2_9701_3x_3,NGN2,NGN2_9701,NGN2_9701_3x,NGN2_9701_3x_3,NGN2_9701_3x_3,Homo sapiens
NGN2_DMSO_1A,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_1A,NGN2_DMSO_1A,Homo sapiens
NGN2_DMSO_1B,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_1B,NGN2_DMSO_1B,Homo sapiens
NGN2_DMSO_2A,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_2A,NGN2_DMSO_2A,Homo sapiens
NGN2_DMSO_2B,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_2B,NGN2_DMSO_2B,Homo sapiens
NGN2_DMSO_3A,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_3A,NGN2_DMSO_3A,Homo sapiens
NGN2_DMSO_3B,NGN2,NGN2_DMSO,NGN2_DMSO,NGN2_DMSO_3B,NGN2_DMSO_3B,Homo sapiens
