ensembl_gene_id	gene_id	V1	V4	V5	V7	baseMean	log2FoldChange	FoldChange	stat	pvalue	padj	NGN2_2197294_3x_3	NGN2_2197294_3x_2	NGN2_2197294_3x_1	NGN2_DMSO_2	NGN2_DMSO_3	NGN2_DMSO_1
ENSG00000286391.1	NA	NA	NA	NA	NA	188.665145066673	1.5612912623281	2.95117866058527	8.46714215084236	0.0000000000000000251487102040201	0.0000000000000406951856028688	292	296	251	97	66	111
ENSG00000103064.15	NA	NA	NA	NA	NA	4320.16159841795	-0.584542322686046	0.666860858424251	-8.04668838088105	0.000000000000000850644095117059	0.00000000000120753411276457	4361	4069	4050	5871	5466	6598
ENSG00000134775.15	FHOD3	chr18	36297714	36780055	+	2788.97493940556	-1.44162185643882	0.368153199216508	-8.0422680776976	0.00000000000000088190693628873	0.00000000000120753411276457	2201	2047	2128	5230	5180	6197
ENSG00000138336.9	NA	NA	NA	NA	NA	6520.8678549956	-0.725136257971552	0.604939907255607	-7.84002346289481	0.00000000000000450462252847721	0.00000000000572730578620674	1936	1547	1583	2441	2581	2994
ENSG00000115970.18	THADA	chr2	43230836	43596046	-	5078.78597510674	-0.588322363709433	0.665115886785765	-7.53143366249456	0.0000000000000501862067928467	0.0000000000595542987275114	2154	2022	2037	2910	2642	3424
ENSG00000152475.7	NA	NA	NA	NA	NA	221.164377623541	1.23745416354026	2.35782094597293	7.49677911447106	0.0000000000000654050581106816	0.0000000000727631271481332	205	251	207	76	79	116
ENSG00000156052.11	NA	NA	NA	NA	NA	17904.8522656188	-0.950587662505236	0.5174216542069	-7.35919668911859	0.000000000000185020244106681	0.000000000193727079123466	22782	20232	22975	40425	36290	45793
ENSG00000165475.15	NA	NA	NA	NA	NA	192.196822307796	-1.08680561688027	0.470802662117286	-7.07484287086082	0.00000000000149618193541191	0.00000000147955769168511	233	229	240	449	449	532
ENSG00000163507.14	NA	NA	NA	NA	NA	3249.44837598811	-1.2864412542333	0.409961048142366	-6.96619843344139	0.00000000000325619784873298	0.00000000305054324776037	84	74	87	190	169	215
ENSG00000105877.18	NA	NA	NA	NA	NA	103.982535427904	5.12573718847792	34.9140832903143	6.65530819546689	0.0000000000282707016572025	0.0000000251609244749102	52	46	47	1	0	3
ENSG00000006715.16	NA	NA	NA	NA	NA	8375.18709525003	-0.194978561782393	0.873585877166685	-6.45305146097884	0.000000000109620113566179	0.0000000929160962608569	9988	9548	9560	10309	9522	12160
ENSG00000100395.15	NA	NA	NA	NA	NA	2802.95013676836	-0.63520862688067	0.64384770176392	-6.24075957066699	0.00000000043545113218152	0.000000352319552401411	2058	2115	1955	2998	2698	3442
ENSG00000228716.7	NA	NA	NA	NA	NA	15737.6876680914	-0.680066490879574	0.624136508605925	-6.22139536352959	0.000000000492752733230115	0.00000038134776745635	1871	1723	1702	2756	2383	2999
ENSG00000119537.18	NA	NA	NA	NA	NA	2883.70195231485	-0.778870145483911	0.582823055614087	-6.1940592632331	0.000000000586341640724337	0.000000434870050203883	1893	1516	1690	2762	2449	3195
ENSG00000255372.1	AC107886.1	chr11	22261209	22262256	-	154.510859039664	0.92897522351364	1.90392311921145	5.92441532474296	0.00000000313410447486184	0.00000223148238610163	642	614	569	266	274	384
ENSG00000153914.16	NA	NA	NA	NA	NA	4860.53456713554	-1.14717283835217	0.451509159947179	-5.86051550098123	0.00000000461432459799606	0.0000031590376093973	2705	1711	1901	4146	4519	4649
ENSG00000137710.17	NA	NA	NA	NA	NA	10562.401950252	-0.499171611281732	0.707512915169022	-5.74727686791528	0.0000000090692161239699	0.00000589028018278309	7145	6710	6975	9439	8428	10370
ENSG00000153317.15	NA	NA	NA	NA	NA	11563.1676077381	-0.330829177243408	0.795079386998727	-5.7436520378456	0.00000000926560927628801	0.00000589028018278309	11246	9901	9976	11894	11495	14157
ENSG00000100722.20	NA	NA	NA	NA	NA	8325.57787678234	-0.27422490119182	0.82689445412729	-5.73028253697999	0.0000000100263490723449	0.0000061541039133703	5681	5280	5384	6170	5662	7145
ENSG00000113643.9	NA	NA	NA	NA	NA	10458.9402257174	-0.395776228233859	0.7600803126595	-5.70379776505565	0.0000000117167080480793	0.00000695191344186036	5114	4987	4865	6040	5712	7150
ENSG00000213888.3	LINC01521	chr22	31346777	31348719	+	652.086240962671	0.863239584245101	1.819118574345	5.5555226792865	0.0000000276782273060052	0.0000158926595498998	911	923	797	391	393	616
ENSG00000109911.19	NA	NA	NA	NA	NA	1426.69667733992	-0.586327562670798	0.666036172435886	-5.50341567738759	0.0000000372502734583571	0.0000207204646112111	1079	982	1049	1546	1298	1636
ENSG00000166736.11	HTR3A	chr11	113974881	113990313	+	1479.14842779002	-0.684498201908886	0.622222210302697	-5.4407173946026	0.0000000530664388269749	0.0000282802701536378	2727	3085	2937	4715	4004	4746
ENSG00000214367.8	NA	NA	NA	NA	NA	1947.90708702583	-0.510880718916979	0.701793884480586	-5.43754901249985	0.0000000540184935518925	0.0000282802701536378	1368	1183	1281	1659	1564	2026
ENSG00000224596.8	NA	NA	NA	NA	NA	39.5537588851416	1.57397152350283	2.97723174395096	5.24059609971268	0.000000160058705747122	0.0000814012846371076	110	146	141	46	43	38
ENSG00000213614.10	NA	NA	NA	NA	NA	2684.48125910832	0.273724738470653	1.20892499486385	5.16400371847355	0.000000241722890638957	0.000119518540371484	2611	2583	2471	1994	1826	2262
ENSG00000088836.14	NA	NA	NA	NA	NA	236.80118653714	3.23299749315137	9.40219428994958	5.09198123184236	0.000000354341186239367	0.000170466840947587	30	18	11	4	2	0
ENSG00000128915.12	NA	NA	NA	NA	NA	6391.77118498656	-0.301289636515106	0.811526641937785	-4.89278880223762	0.000000994170745179029	0.000458999323148629	1257	1101	1123	1377	1216	1521
ENSG00000145808.10	NA	NA	NA	NA	NA	1395.23785030637	-1.35767317926742	0.390211126501728	-4.89052522853208	0.00000100567267431441	0.000458999323148629	51	47	60	132	124	131
ENSG00000123213.23	NA	NA	NA	NA	NA	16608.5314970383	-0.298413115034761	0.813146320731626	-4.84285349568379	0.00000127987658334982	0.000569545079590672	13537	12397	12179	14710	14008	16111
ENSG00000148925.10	BTBD10	chr11	13388001	13463297	-	4339.96928873117	-0.37527203596878	0.770960026030968	-4.81328113815392	0.00000148472187882949	0.000644586571784512	7669	7417	7444	9167	8534	10315
ENSG00000176399.4	NA	NA	NA	NA	NA	183.830479907558	-1.07346512437463	0.475176329235274	-4.79664590122089	0.00000161344449274983	0.000683793142165402	49	44	33	74	83	97
ENSG00000143702.16	NA	NA	NA	NA	NA	29949.9963479164	-0.448643237747984	0.732731611187182	-4.6942612889099	0.00000267571854373804	0.00110762302508226	37531	36991	35914	47567	43322	53690
ENSG00000164329.13	PAPD4	chr5	79612120	79686648	+	1373.79577147604	-0.883874874229571	0.541909981548565	-4.68069351581109	0.00000285906090250967	0.00115662009237891	578	499	522	897	883	1047
ENSG00000197043.14	NA	NA	NA	NA	NA	4197.14115347829	-0.501931747609587	0.706160609120496	-4.59457087383871	0.00000433640726888054	0.00171528998635719	484	497	457	652	590	709
ENSG00000112146.16	FBXO9	chr6	53051991	53100873	+	3962.50481014814	-0.483634596257618	0.715173608395128	-4.55853905979604	0.00000515106854678841	0.00197315576327248	5232	5358	5345	7147	6135	8150
ENSG00000257594.4	NA	NA	NA	NA	NA	280.457623357095	6.06338317064102	66.8744478935326	4.5561482135038	0.00000521001802661835	0.00197315576327248	16	23	0	0	0	0
ENSG00000162551.14	NA	NA	NA	NA	NA	6649.36298350602	0.568845724025845	1.48333630337319	4.54826743325981	0.00000540893730843567	0.00200581425187823	171	219	164	134	99	125
ENSG00000018510.16	NA	NA	NA	NA	NA	11944.1535029672	-0.411133830242006	0.752032110910524	-4.53883711724962	0.00000565653072750997	0.00205482136631995	11402	10887	11441	14350	12637	16094
ENSG00000114374.13	NA	NA	NA	NA	NA	6900.36995326352	-0.246711242151647	0.842815503568481	-4.511939115599	0.00000642376295174529	0.00226097604020461	12040	10986	11362	12810	11859	14453
ENSG00000049167.14	NA	NA	NA	NA	NA	1470.58668979518	-0.421719129563721	0.746534516238898	-4.51015336660137	0.00000647807741856377	0.00226097604020461	1169	1186	1156	1495	1296	1732
ENSG00000151229.13	NA	NA	NA	NA	NA	2068.99524387725	-0.418144510282724	0.748386526087185	-4.50061707859849	0.00000677564716498523	0.00231935614493725	2946	2980	3315	3950	3437	4495
ENSG00000196586.16	NA	NA	NA	NA	NA	2922.30024167899	-0.25757308061637	0.836493896866303	-4.46757779561871	0.00000791102457118495	0.00265691013900174	2187	1930	2053	2302	2160	2610
ENSG00000279192.1	PWAR5	chr15	24985053	24988232	+	416.514103648605	-2.22496798180546	0.213903503597149	-4.43587949015594	0.00000916971376775363	0.00302260935307435	74	81	124	422	256	607
ENSG00000145194.18	NA	NA	NA	NA	NA	38.9078192577949	-1.31774996621608	0.401160102294404	-4.3586683506416	0.0000130856240174043	0.00423498377290538	51	49	47	100	113	139
ENSG00000141198.16	NA	NA	NA	NA	NA	2707.53666438132	-0.372162667994386	0.772623429233898	-4.2756244252406	0.0000190602312450261	0.00605843064574045	290	295	287	326	325	434
ENSG00000105171.10	NA	NA	NA	NA	NA	2039.72396918388	0.295338370312331	1.22717276512907	4.25220394876372	0.00002116769488954	0.00658624869095748	1948	2146	1971	1588	1413	1739
ENSG00000078403.17	NA	NA	NA	NA	NA	3653.28079337943	-0.570673476396014	0.673302405197974	-4.24912400072487	0.0000214608103413221	0.00658624869095748	1829	1568	1535	2367	2111	2532
ENSG00000008277.14	ADAM22	chr7	87934143	88202889	+	10846.2354173874	-0.210625698259864	0.864162361955811	-4.2291287449566	0.000023459807108468	0.00707770451747001	9811	9174	9543	10361	9579	11726
ENSG00000242125.3	SNHG3	chr1	28505980	28510892	+	1816.71628486645	-0.628304723118944	0.646936168264855	-4.22528151206469	0.0000238642263919177	0.00707972049626892	291	301	285	409	400	492
ENSG00000145901.15	NA	NA	NA	NA	NA	2807.99929542648	-0.306570154454568	0.808561740841029	-4.17609681174685	0.0000296553648298571	0.00865353268805665	1417	1672	1423	1777	1628	1941
ENSG00000164941.14	NA	NA	NA	NA	NA	4637.1235683193	0.355038724146425	1.27901991167174	4.14230106901866	0.0000343838568904374	0.00987149439757718	2551	2650	2618	1883	1791	2193
ENSG00000243207.6	PPAN-P2RY11	chr19	10106223	10114780	+	86.2886145924094	1.35488535431356	2.55776789803972	4.04998625899943	0.000051220640498276	0.0144718635058621	58	44	65	24	23	15
ENSG00000070669.17	NA	NA	NA	NA	NA	13576.6335281871	-0.408872480457118	0.753211806624355	-4.03167683096621	0.0000553803047164723	0.0154026472492689	18038	16829	17230	21374	19886	25169
ENSG00000154608.14	CEP170P1	chr4	118467590	118554100	+	236.008617455494	-0.57337140408413	0.672044465227574	-4.02730344726091	0.0000564201975791726	0.0154504541062965	296	264	259	365	371	431
ENSG00000256664.1	AC025423.2	chr12	68841946	68842384	+	528.775776079465	-0.458713035047235	0.727635060548346	-4.00790289769034	0.0000612602963631837	0.0161539413269346	261	227	245	294	276	401
ENSG00000130997.16	POLN	chr4	2071918	2242121	-	60.9003362674156	1.48655653603791	2.80219341131437	4.00700730872358	0.0000614929609309014	0.0161539413269346	103	117	87	39	34	31
ENSG00000273301.1	AC016717.2	chr2	225698514	225703654	+	377.382489570487	-0.458734648447046	0.727624159734777	-4.00616829761444	0.0000617116859680646	0.0161539413269346	453	424	454	592	483	687
ENSG00000113615.13	NA	NA	NA	NA	NA	5150.97388738736	-0.346931227470022	0.786254771607253	-3.96769421662019	0.0000725713652063831	0.0187213087054148	4958	4528	4651	5761	5063	6435
ENSG00000244041.7	LINC01011	chr6	2987967	2991173	+	236.05177832146	0.465633389023465	1.38092348967751	3.9339805750597	0.0000835505385367943	0.0212457083707848	587	628	621	427	379	470
ENSG00000162694.14	NA	NA	NA	NA	NA	4469.3394195005	-0.192750856993695	0.87493584695712	-3.90369385778946	0.0000947356018640832	0.0237506156786011	2595	2444	2542	2714	2523	3074
ENSG00000144320.14	NA	NA	NA	NA	NA	5571.94413831542	-0.483726216926169	0.715128191587214	-3.85145177357045	0.000117419655656787	0.0290287482040391	8072	7086	8109	10293	9043	11971
ENSG00000134352.20	NA	NA	NA	NA	NA	5275.26231941999	-0.299712824591817	0.812414095207383	-3.79417148945958	0.000148137267480382	0.0361211419335726	6591	6681	6972	8083	6983	8869
ENSG00000203668.2	CHML	chr1	241628853	241640254	-	14773.4552564506	-0.231017974768667	0.8520334793871	-3.77200293361304	0.00016194235167139	0.0389537008074425	12794	12548	13223	14661	12911	15848
ENSG00000034533.11	ASTE1	chr3	131013875	131027649	-	863.425705041618	0.230644151946326	1.17335872770048	3.76132168792976	0.000169017890484271	0.0401135793416002	858	829	810	655	619	768
ENSG00000185015.8	NA	NA	NA	NA	NA	86.3987489923281	-0.784015991524698	0.580747928638235	-3.74121658115643	0.000183131617432206	0.0428913525038588	79	76	66	126	110	128
ENSG00000156103.16	NA	NA	NA	NA	NA	7446.43165355368	-0.24964903310938	0.841101006447794	-3.72376307444073	0.000196275132455674	0.0450257315035748	9476	8242	8989	10035	9344	11035
ENSG00000165644.11	NA	NA	NA	NA	NA	482.521973528307	0.45488670918901	1.37067516546206	3.72244388512285	0.000197303767262856	0.0450257315035748	1068	1202	1080	761	695	892
ENSG00000156531.17	NA	NA	NA	NA	NA	9154.4591860878	-0.22482862273964	0.855696667565817	-3.70712057979955	0.000209629146908816	0.0472328963921129	5209	4587	4882	5484	4974	5978
ENSG00000066739.12	NA	NA	NA	NA	NA	5433.33505002409	-0.315914904484712	0.803341379419794	-3.69894946639826	0.000216493695481384	0.048169847244608	6263	5421	5457	6635	6237	7574
ENSG00000256671.6	LIMS4	chr2	110446640	110473075	-	25.7718456790437	5.47782291381419	44.5644968967134	3.68919077354289	0.000224968482671519	0.049437518414235	18	5	3	0	0	0
ENSG00000112304.11	NA	NA	NA	NA	NA	1812.75682595039	0.249837182735674	1.18907291302774	3.68165399999821	0.000231725751574319	0.0498063892550349	1301	1348	1270	978	989	1195
ENSG00000250241.6	NA	NA	NA	NA	NA	220.194498307396	-0.436193522271721	0.739082068949472	-3.68071244139114	0.000232583187138645	0.0498063892550349	552	480	505	645	594	758
ENSG00000160392.13	C19orf47	chr19	40319536	40348527	-	1095.18969071893	-0.481852218721298	0.716057715626539	-3.67803101204824	0.00023504138749567	0.0498063892550349	780	782	776	972	1010	1144
ENSG00000135486.18	NA	NA	NA	NA	NA	163141.332689687	0.282232651007825	1.21607537337699	3.6568281618287	0.000255355439221574	0.0534744331546355	73714	74672	71172	56460	51828	65006
ENSG00000178802.18	NA	NA	NA	NA	NA	2598.23103395149	0.249466957508979	1.18876781160591	3.62103055765523	0.00029343185068763	0.0603900303136809	2338	2625	2338	1898	1773	2225
ENSG00000286366.1	NA	NA	NA	NA	NA	37.1748562365724	1.4326106763649	2.69934742988414	3.6195070630609	0.000295164754903946	0.0603900303136809	41	27	36	19	6	12
ENSG00000083642.19	NA	NA	NA	NA	NA	9806.71165421647	-0.194798301594461	0.873695035781777	-3.59612581031764	0.000322991634159333	0.0653323987276832	9478	8976	8980	9779	9149	11185
ENSG00000149948.13	HMGA2	chr12	65824131	65966295	+	8728.42255747505	-1.49433795889215	0.354943682474012	-3.59101330832704	0.000329394814038339	0.0658789628076677	7	4	6	11	13	22
ENSG00000162636.16	NA	NA	NA	NA	NA	3221.30331656506	-0.195849771618295	0.873058498313091	-3.58787225931536	0.00033338754675113	0.0659366481352236	4198	3951	4004	4501	3861	5007
ENSG00000108578.15	NA	NA	NA	NA	NA	6124.10135640108	-0.285445418851702	0.820488251485067	-3.55895600460804	0.000372331889437366	0.0728297541976386	4410	4443	4272	5160	4542	5640
ENSG00000108821.14	NA	NA	NA	NA	NA	4125.0958182527	-3.18801066328414	0.109726913681848	-3.5137813499794	0.000441776292210319	0.0851459702028045	6	1	1	35	1	36
ENSG00000177200.17	NA	NA	NA	NA	NA	9124.4233610431	-0.3937752503712	0.7611352543137	-3.51193082357291	0.000444863776902293	0.0851459702028045	13134	10288	10360	13554	13750	15043
ENSG00000196792.12	NA	NA	NA	NA	NA	3834.27219220875	0.314929060512805	1.24395048487645	3.50889567334697	0.000449971371690585	0.085207344852047	3951	3752	3597	2796	2709	3194
ENSG00000168781.22	NA	NA	NA	NA	NA	2434.9446709712	-0.276428704428502	0.825632287497992	-3.50093179159288	0.000463634490557835	0.0868704624413627	3071	3074	2998	3469	3288	3848
ENSG00000064199.6	SPA17	chr11	124673798	124697518	+	1022.13504515172	0.361670541529283	1.28491287713357	3.49513712089646	0.00047381826556235	0.0878538034063523	887	952	908	723	617	705
ENSG00000260400.1	AL513534.1	chr10	68698500	68700794	+	591.45160290778	-0.618135684422522	0.651512297540974	-3.47682045239981	0.000507397479974297	0.0931100530262112	421	339	384	519	471	707
ENSG00000157869.15	NA	NA	NA	NA	NA	1040.54053500857	-0.25922611931194	0.835535991790948	-3.46891339927585	0.000522567870852202	0.0948457496327476	1017	842	901	1055	958	1152
ENSG00000100592.15	DAAM1	chr14	59188646	59371405	+	9860.41091510207	-0.239505406577502	0.847035648466288	-3.46638217784269	0.0005275128771709	0.0948457496327476	21918	21261	20970	23721	21808	27142
ENSG00000243896.4	OR2A7	chr7	144257663	144264792	-	26.2425924353921	-2.55007761230609	0.170745846275417	-3.45070234169594	0.000559129862811151	0.0990077314246169	0	0	7	10	18	11
ENSG00000138814.17	NA	NA	NA	NA	NA	7108.41970297822	-0.298609655660245	0.813035552068506	-3.44942323126584	0.000561785442353163	0.0990077314246169	9698	9098	9482	10903	10099	12362
ENSG00000233673.7	ANAPC1P1	chr2	86861825	86912978	+	59.3402394094202	-1.10208393452585	0.465843111586934	-3.41602643937718	0.000635420772292305	0.110331301735525	16	14	26	33	35	48
ENSG00000197121.15	NA	NA	NA	NA	NA	11851.0905707185	-0.238824758538409	0.847435365079498	-3.41393026201351	0.000640329636994187	0.110331301735525	19266	17862	19761	21629	19170	23618
ENSG00000109787.13	NA	NA	NA	NA	NA	3362.15186004925	-0.210194415599299	0.864420735309332	-3.41210518993583	0.000644632324746888	0.110331301735525	2352	2188	2389	2478	2362	2850
ENSG00000204524.7	NA	NA	NA	NA	NA	1798.79103554217	-0.23059676457374	0.852282275960902	-3.39990642418938	0.000674089179857898	0.114274165728291	2116	1913	2093	2225	2084	2587
ENSG00000073536.18	NA	NA	NA	NA	NA	3599.66358380589	0.145056038229826	1.10577360376381	3.34458809845885	0.000824048535864078	0.138377961682836	4070	4065	3691	3268	3155	3830
ENSG00000118596.12	NA	NA	NA	NA	NA	666.09377394087	-0.293250095549286	0.816061567147214	-3.33641396387562	0.000848666920062639	0.13921527610403	1544	1306	1507	1678	1481	1978
ENSG00000204650.14	LINC02210	chr17	45620328	45655156	+	2440.23743834047	-0.424305364862855	0.745197446132107	-3.33602220215389	0.000849863762714271	0.13921527610403	2487	2330	2283	2989	2763	3382
ENSG00000114982.19	NA	NA	NA	NA	NA	6211.37566517776	0.110421584976424	1.0795436551358	3.33516172554761	0.000852498039064003	0.13921527610403	6725	6645	6357	5625	5348	6555
ENSG00000269896.2	AL513477.1	chr1	2350414	2352820	-	126.833780106699	0.541681843616122	1.45566849619003	3.31666063892249	0.000911001990104735	0.147416685671494	172	169	141	103	99	115
ENSG00000180198.16	NA	NA	NA	NA	NA	8615.01942300542	0.27399806026726	1.20915405010013	3.30209815449971	0.000959644825350774	0.152333142162229	1024	975	905	722	724	855
ENSG00000072133.11	NA	NA	NA	NA	NA	4120.84632152368	-0.175626819534046	0.885382756023106	-3.30086645082249	0.000963867506075439	0.152333142162229	6069	5653	6275	6445	5693	7408
ENSG00000197361.7	FBXL22	chr15	63597353	63602428	+	53.1692231655422	0.721077871464608	1.64841314288956	3.29993892682523	0.000967058711479319	0.152333142162229	87	98	76	45	47	60
ENSG00000145087.12	STXBP5L	chr3	120908072	121424761	+	1581.41908231959	-0.359818695950153	0.779262503730809	-3.27751428844061	0.00104725430025546	0.161635982685331	1750	1631	1665	2110	1827	2273
ENSG00000144362.12	NA	NA	NA	NA	NA	265.440192397994	-0.416550690848836	0.749213764046767	-3.27704647891529	0.00104899099996836	0.161635982685331	275	239	302	315	322	411
ENSG00000120318.16	NA	NA	NA	NA	NA	2992.28625127985	-0.739927946677474	0.598769256229397	-3.27587328842118	0.00105335808941003	0.161635982685331	24	33	28	36	34	67
ENSG00000105778.19	NA	NA	NA	NA	NA	8618.62542610955	-0.16185576899216	0.893874521490337	-3.26006316638876	0.00111387403769896	0.16946117838497	9852	9110	9122	10046	8939	11150
ENSG00000110811.20	NA	NA	NA	NA	NA	1267.61484849515	0.525785988841019	1.43971773317183	3.2361895230215	0.00121136926214451	0.182731973442138	103	94	75	48	46	88
ENSG00000280088.1	AC126474.2	chr12	100032325	100034074	-	512.017122536441	-0.285321356721818	0.820558811023957	-3.22776761693987	0.00124760280475072	0.186616217853469	681	717	754	823	738	961
ENSG00000143486.16	NA	NA	NA	NA	NA	1789.2380131695	0.247379716998128	1.18704918761344	3.22075686300513	0.00127852564009735	0.189647969947774	606	506	553	439	411	495
ENSG00000170381.14	NA	NA	NA	NA	NA	2683.53915746322	-0.242401693604101	0.845336885100507	-3.21496362347977	0.00130461053412571	0.191917913284609	7073	7182	7449	8048	7786	8732
ENSG00000123575.9	NA	NA	NA	NA	NA	4908.41197185247	-0.217753933529756	0.859903139056317	-3.2123117940125	0.00131671389006661	0.192110715108079	6890	6337	7113	7504	6626	8617
ENSG00000123178.15	NA	NA	NA	NA	NA	1197.85849605443	-0.432483443671829	0.740985160931538	-3.20851487868776	0.00133422405563894	0.193082830816042	2159	2166	2187	2765	2459	3228
ENSG00000152582.14	NA	NA	NA	NA	NA	203.534159158438	-0.523838797750683	0.695518696605684	-3.20469816112361	0.00135204185016687	0.194083426878793	391	435	461	619	518	639
ENSG00000181038.13	METTL23	chr17	76726830	76733936	+	1075.12515573474	0.268909990614528	1.20489713941629	3.19527236501465	0.00139698936566369	0.19893128567051	802	872	773	639	585	724
ENSG00000227906.8	NA	NA	NA	NA	NA	173.844203870252	0.493702528596898	1.40805386828938	3.18433401188466	0.00145087493564339	0.204964871860733	490	399	473	280	292	357
ENSG00000134152.11	NA	NA	NA	NA	NA	2298.73930998555	-0.208751911656394	0.865285473784234	-3.18151724776081	0.00146505799025428	0.20533883642934	1728	1625	1814	1931	1628	2186
ENSG00000124074.12	NA	NA	NA	NA	NA	577.780942161598	0.292354869014626	1.22463758737005	3.1718965037379	0.00151446969349877	0.210605941752173	529	537	509	371	378	487
ENSG00000240303.8	NA	NA	NA	NA	NA	711.394333325726	-0.49543960572818	0.709345499455188	-3.16948665744587	0.00152708469288704	0.210714011886739	354	277	292	393	377	479
ENSG00000138780.15	NA	NA	NA	NA	NA	2887.8172440167	-0.258631237511869	0.835880588279309	-3.15121664767194	0.00162591838358189	0.220307332094836	1132	1004	1051	1178	1105	1376
ENSG00000284707.2	NA	NA	NA	NA	NA	943.059044356292	-0.408169724311794	0.753578795594469	-3.150763724084	0.00162844167099188	0.220307332094836	1192	1282	1201	1487	1350	1862
ENSG00000107014.9	NA	NA	NA	NA	NA	48.0539628328152	1.49913294005657	2.82672775031864	3.14981482768841	0.00163373976609654	0.220307332094836	11	9	24	3	5	7
ENSG00000072415.9	NA	NA	NA	NA	NA	2554.92159327439	-0.2765779537341	0.825546878822982	-3.13160466050872	0.00173853807367528	0.232676524146015	554	465	450	583	501	621
ENSG00000171714.12	NA	NA	NA	NA	NA	3242.52614832228	-0.234187058276864	0.850163921584127	-3.12652671051301	0.00176884435438779	0.234965891851512	6276	5603	6103	6583	5945	7816
ENSG00000196549.11	NA	NA	NA	NA	NA	1203.40697958388	-2.79529683849186	0.144056150349334	-3.11545908333996	0.00183658826539138	0.241374130956643	2	1	0	4	5	11
ENSG00000173598.14	NA	NA	NA	NA	NA	8423.23397788961	-0.215326141141564	0.861351417315235	-3.11423796645316	0.00184420684326424	0.241374130956643	7867	7314	7913	8603	7506	9653
ENSG00000231764.10	NA	NA	NA	NA	NA	305.766724857578	-3.8729908052696	0.0682517190964977	-3.10334747202715	0.00191344838498669	0.248608622282943	0	1	0	7	8	0
ENSG00000213983.12	NA	NA	NA	NA	NA	851.90071036266	0.401101152440508	1.3205154237657	3.09892346668714	0.00194225185380806	0.249726383318508	506	455	409	324	312	356
ENSG00000092929.11	UNC13D	chr17	75827225	75844717	-	1202.53179815673	1.66416516884815	3.1693020646653	3.09362043342045	0.00197730281249311	0.249726383318508	11	15	7	1	3	6
ENSG00000007171.18	NA	NA	NA	NA	NA	188.550330903525	0.687681385847843	1.61069282693988	3.09311666580646	0.00198066253816202	0.249726383318508	85	78	110	54	40	70
ENSG00000203780.12	NA	NA	NA	NA	NA	27.4661001208985	0.928793322005174	1.90368307911616	3.09236768172432	0.00198566734842225	0.249726383318508	71	59	65	33	31	34
ENSG00000117533.15	NA	NA	NA	NA	NA	1728.16379924923	-0.324694479043722	0.79846746069769	-3.09139276807537	0.00199219923770944	0.249726383318508	2651	2426	2767	3251	2556	3666
ENSG00000170144.20	HNRNPA3	chr2	177212563	177223958	+	56272.0702655629	-0.147687071469367	0.902696506091861	-3.07929795810704	0.00207489052803773	0.258273086706794	30061	28137	28144	29988	27646	34106
