,dPSI_iPSC-4088-10x,dPSI_iPSC-4088-3x,dPSI_iPSC-4090-10x,dPSI_iPSC-4090-3x,dPSI_iPSC-4714-10x,dPSI_iPSC-4714-3x,dPSI_iPSC-4741-10x,dPSI_iPSC-4741-3x,dPSI_iPSC-4748-10x,dPSI_iPSC-4748-3x,dPSI_iPSC-5420-10x,dPSI_iPSC-5420-3x,dPSI_iPSC-6152-10x,dPSI_iPSC-6152-3x,dPSI_iPSC-6527-10x,dPSI_iPSC-6527-3x,dPSI_iPSC-6866-10x,dPSI_iPSC-6866-3x,dPSI_iPSC-6960-10x,dPSI_iPSC-6960-3x,dPSI_iPSC-9701-10x,dPSI_iPSC-9701-3x,dPSI_NGN2-4088-10x,dPSI_NGN2-4088-3x,dPSI_NGN2-4090-10x,dPSI_NGN2-4090-3x,dPSI_NGN2-4714-10x,dPSI_NGN2-4714-3x,dPSI_NGN2-4741-10x,dPSI_NGN2-4741-3x,dPSI_NGN2-4748-10x,dPSI_NGN2-4748-3x,dPSI_NGN2-5420-10x,dPSI_NGN2-5420-3x,dPSI_NGN2-6152-10x,dPSI_NGN2-6152-3x,dPSI_NGN2-6527-10x,dPSI_NGN2-6527-3x,dPSI_NGN2-6866-10x,dPSI_NGN2-6866-3x,dPSI_NGN2-6960-10x,dPSI_NGN2-6960-3x,dPSI_NGN2-9701-10x,dPSI_NGN2-9701-3x,minpadj_maxPdPSI_iPSC-4088-10x,minpadj_maxPdPSI_iPSC-4088-3x,minpadj_maxPdPSI_iPSC-4090-10x,minpadj_maxPdPSI_iPSC-4090-3x,minpadj_maxPdPSI_iPSC-4714-10x,minpadj_maxPdPSI_iPSC-4714-3x,minpadj_maxPdPSI_iPSC-4741-10x,minpadj_maxPdPSI_iPSC-4741-3x,minpadj_maxPdPSI_iPSC-4748-10x,minpadj_maxPdPSI_iPSC-4748-3x,minpadj_maxPdPSI_iPSC-5420-10x,minpadj_maxPdPSI_iPSC-5420-3x,minpadj_maxPdPSI_iPSC-6152-10x,minpadj_maxPdPSI_iPSC-6152-3x,minpadj_maxPdPSI_iPSC-6527-10x,minpadj_maxPdPSI_iPSC-6527-3x,minpadj_maxPdPSI_iPSC-6866-10x,minpadj_maxPdPSI_iPSC-6866-3x,minpadj_maxPdPSI_iPSC-6960-10x,minpadj_maxPdPSI_iPSC-6960-3x,minpadj_maxPdPSI_iPSC-9701-10x,minpadj_maxPdPSI_iPSC-9701-3x,minpadj_maxPdPSI_NGN2-4088-10x,minpadj_maxPdPSI_NGN2-4088-3x,minpadj_maxPdPSI_NGN2-4090-10x,minpadj_maxPdPSI_NGN2-4090-3x,minpadj_maxPdPSI_NGN2-4714-10x,minpadj_maxPdPSI_NGN2-4714-3x,minpadj_maxPdPSI_NGN2-4741-10x,minpadj_maxPdPSI_NGN2-4741-3x,minpadj_maxPdPSI_NGN2-4748-10x,minpadj_maxPdPSI_NGN2-4748-3x,minpadj_maxPdPSI_NGN2-5420-10x,minpadj_maxPdPSI_NGN2-5420-3x,minpadj_maxPdPSI_NGN2-6152-10x,minpadj_maxPdPSI_NGN2-6152-3x,minpadj_maxPdPSI_NGN2-6527-10x,minpadj_maxPdPSI_NGN2-6527-3x,minpadj_maxPdPSI_NGN2-6866-10x,minpadj_maxPdPSI_NGN2-6866-3x,minpadj_maxPdPSI_NGN2-6960-10x,minpadj_maxPdPSI_NGN2-6960-3x,minpadj_maxPdPSI_NGN2-9701-10x,minpadj_maxPdPSI_NGN2-9701-3x
AC009533.1,0.490949569276839,NA,NA,NA,0.442534496203224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984595595441973,NA,NA,NA,0.957608167196624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020915.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382545948213116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910330474970218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022433.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454929881189475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47349926835917e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC068205.2,NA,NA,NA,NA,NA,NA,-0.943603835371462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739155114614434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999999966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC068547.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747411027652605,-0.365538407312827,0.381203790539282,NA,0.688985053154988,NA,0.492464512196379,NA,0.5610531318128,NA,0.569406868509415,NA,0.513482076320844,NA,0.715979918007533,NA,0.737607278279854,NA,0.660831857767074,NA,0.585128986072261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.904761632889015,0.953455768782776,NA,1,NA,0.999884183441977,NA,0.999999999616937,NA,0.999999999842753,NA,0.999996711792543,NA,1,NA,1,NA,0.999999999999998,NA,0.999999999195609,NA
AC068587.4,0.32264901513796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235943758831124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC073111.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00626529520685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC093525.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427023363688258,NA,-0.442131141479758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901837670957759,NA,0.914938492773847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC104009.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264980708548847,NA,0.266602040364061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00418148579279868,NA,6.49557542715998e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC104472.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0295515947656,NA
AC114316.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374575812325563,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40108048139207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917119659589939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963772476919371,NA,NA,NA
AC114490.2,NA,NA,NA,NA,0.416899604186994,NA,NA,NA,NA,NA,0.368360093397958,NA,NA,NA,NA,NA,0.582270107730264,NA,NA,NA,NA,NA,0.684967894202283,NA,NA,NA,0.759430818688825,NA,0.474984274315809,NA,0.592751716013607,NA,0.47011237232503,NA,-0.451545981395001,NA,0.43369020825419,NA,0.423164556553352,NA,-0.606210629845644,NA,0.489123813075005,NA,NA,NA,NA,NA,0.993101589371535,NA,NA,NA,NA,NA,0.908775524966202,NA,NA,NA,NA,NA,0.999999999761506,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0.999819721182449,NA,0.999999999925725,NA,0.999697848872435,NA,0.999064992609268,NA,0.997494687236459,NA,0.990403143774141,NA,0.999999999990852,NA,0.999989131533972,NA
AC117378.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456564508221902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956544769210131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC119673.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176473201404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC138894.1,-0.396,NA,NA,NA,-0.413,NA,NA,NA,-0.392,NA,NA,NA,NA,NA,NA,NA,-0.352,NA,-0.354,NA,-0.309,NA,-0.349,-0.404,-0.422,-0.417,NA,-0.418,NA,NA,NA,NA,NA,-0.338,NA,-0.319,-0.427,NA,NA,-0.341,-0.453,NA,NA,NA,1.14633448933e-13,NA,NA,NA,0,NA,NA,NA,1.42424678455e-13,NA,NA,NA,NA,NA,NA,NA,6.92163746678e-07,NA,1.65786534827e-10,NA,2.52575380795e-05,NA,2.74861052327e-08,3.56927681855e-12,0,0,NA,0,NA,NA,NA,NA,NA,9.30549484668e-07,NA,1.78299245015e-06,0,NA,NA,2.6527788271e-07,0,NA,NA,NA
AC246817.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411431560188273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941446619462277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACAD11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551968821893347,NA,0.489716013638228,NA,0.49636700698152,NA,0.692128368142785,NA,NA,NA,NA,NA,0.489903947943671,NA,NA,NA,NA,NA,NA,NA,0.427503362349697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179072568079423,NA,0.0185225286290184,NA,0.00907448847305457,NA,0.0178542154771875,NA,NA,NA,NA,NA,0.0155862050319292,NA,NA,NA,NA,NA,NA,NA,0.0222025198888124,NA
ACADM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.677,NA,0.447464854377856,NA,NA,NA,NA,NA,NA,NA,-0.622,0.635700917328606,0.466635110591113,NA,0.459262040775928,NA,0.528555287079889,NA,NA,NA,0.441868864321924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33922739011e-12,NA,0.941192465585456,NA,NA,NA,NA,NA,NA,NA,3.30957938081e-08,0.999859929569278,0.96543312841227,NA,0.960252566486933,NA,0.991102797969109,NA,NA,NA,0.93876523389202,NA
ACADS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47540803886851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966014307593435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAL,-0.453126377050863,NA,NA,NA,-0.410162491587549,NA,NA,NA,NA,NA,0.768950977846596,NA,0.414939068489868,NA,NA,NA,0.631193403976722,NA,NA,NA,NA,NA,-0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988241808499004,NA,NA,NA,0.946103000278564,NA,NA,NA,NA,NA,0.999999916386743,NA,0.96024539686688,NA,NA,NA,0.999998726442381,NA,NA,NA,NA,NA,7.91638663095e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAM17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.309,0.394296952212272,-0.494,0.396481900515045,-0.396,-0.381,-0.352,-0.374,-0.427,-0.308,-0.353,0.402187304324795,-0.383,0.403151206358041,-0.328,0.335671693111532,-0.393,0.33329990555464,-0.316,NA,-0.316,0.347233959750888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00824017843210473,0,0.000294025419249022,0,0,0,0,0,0,0,0.00852281733990932,0,0.0169685594181469,0,0.00283396701619544,0,0.00145678053079898,0,NA,7.57396835308e-11,0.00486384269115189
ADAM23,NA,NA,NA,NA,0.308417272889516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286855221492736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00664127968402477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176539833783303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
