,dPSI_U1_mut1_100_CHX_vs_U1_mut1_100_EtOH
TPCN1,-0.459461217752794
TPM2,-0.312300775103864
TRIT1,0.254588108515863
TRMT11,-0.428998391852265
TRMT13,-0.259407668812936
TRMT44,0.275363365727282
TRNAU1AP,-0.380814080825641
TRNT1,0.258872899059143
TRPV1,-0.309671327902089
TSPYL2,0.597375740630349
TTC38,0.270169936993822
TTC39C,-0.330243754324727
TTC8,-0.301132339627571
TTC9C,-0.336384496525865
TTF1,0.292098735991854
TTLL5,0.273637043309753
TTLL7,-0.326598410819726
TUBG2,0.314866699127648
TUBGCP4,0.286463719698745
TUBGCP5,0.295583929023556
TUT7,0.320619396658634
TWNK,-0.256283219129689
TXNDC16,-0.40473670337832
TYW1B,0.253573795122172
TYW5,0.293138757886356
UBA6.AS1,0.258275989949137
UBE3B,-0.319271713311207
UBE3D,-0.270292140344338
UBP1,-0.277794771069743
UBR2,-0.306937703414015
UBR3,-0.267198708066462
UFSP2,0.307341060545935
UGGT2,-0.402283968090851
UHRF2,-0.408014969045415
USP15,-0.31563248621881
USP45,0.270249860049342
USP49,0.263264503621903
UST,0.605850297525374
UTP18,-0.272130593415151
VARS2,0.2644861951981
VIM,0.329661072184932
VIPR1,0.321490112461299
VPS11,-0.305795640622224
VPS36,-0.302933810696104
VPS8,-0.343284880953394
WASH6P,0.262194961509502
WASH9P,0.281227020825949
WASHC3,-0.300324199329888
WDR27,0.379386940896093
WDR81,0.324947152492581
WHAMM,0.278015651269677
XPA,-0.426227760519278
ZDHHC17,-0.408124235293812
ZFAT,-0.447928574506011
ZGPAT,-0.268243250994636
ZHX3,-0.333250342416033
ZNF185,0.489024035718111
ZNF202,0.301791140177457
ZNF226,0.318133629028096
ZNF236,-0.293829793491709
ZNF268,0.378379817135013
ZNF276,0.336916108255011
ZNF282,-0.272877551913522
ZNF292,-0.261583266998945
ZNF324B,0.353313647933877
ZNF429,0.298835645063376
ZNF530,0.332995990077428
ZNF577,0.512406385379122
ZNF611,0.258166208225398
ZNF783,0.297368391092657
ZNF839,-0.454888766561711
ZSCAN26,0.268541751995688
