TST_ID	Plate_Name	Well	Well_Row	Well_Column	Sample_Name	Sample_Type	Sample_Process	Concentration	Volume	RIN	Annotated_By	Organism	Organ	Tissue	Cell_Type	Cell_Line	Gender	Disease	Race	Ethnicity	Treatment	Timepoint	Genotype	Age	Index_ID	Index_Tag	Index_ID2	Index_Tag2	Status	Status_Time	Notes	Sapio_Profile	Sapio_Submission_ID	Sapio_Request_ID	Sapio_Request_Name	Sapio_Plate_ID	Sapio_Plate_Name	Sapio_Sample_ID	Sapio_IndexBarcode	Sapio_URL	ID
TST12086	Plate1	H8	H	8	iPSC-BIO-1755497-3x-bridge-a	RNA	ELN Illumina RNA Sequencing	122.8	7	9.68		Homo sapiens									iPSC_1755497_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913364	BRP100562	1913430		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913430;view=dataRecord	32262
TST12086	Plate2	H8	H	8	iPSC-BIO-1755497-3x-bridge-b	RNA	ELN Illumina RNA Sequencing	122.8	7	9.68		Homo sapiens									iPSC_1755497_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913500		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913500;view=dataRecord	32332
TST12086	Plate3	H8	H	8	iPSC-BIO-1755497-3x-bridge-c	RNA	ELN Illumina RNA Sequencing	122.8	7	9.68		Homo sapiens									iPSC_1755497_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913366	BRP100564	1913570		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913570;view=dataRecord	32402
TST12086	Plate2	H1	H	1	iPSC-BIO-2006152-10x-1	RNA	ELN Illumina RNA Sequencing	158.6	14	7.43		Homo sapiens									iPSC_2006152_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913444		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913444;view=dataRecord	32276
TST12086	Plate2	G3	G	3	iPSC-BIO-2006152-10x-2	RNA	ELN Illumina RNA Sequencing	48.95	14	8.8		Homo sapiens									iPSC_2006152_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913459		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913459;view=dataRecord	32291
TST12086	Plate2	F5	F	5	iPSC-BIO-2006152-10x-3	RNA	ELN Illumina RNA Sequencing	134.1	14	10		Homo sapiens									iPSC_2006152_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913474		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913474;view=dataRecord	32306
TST12086	Plate2	E7	E	7	iPSC-BIO-2006152-10x-4	RNA	ELN Illumina RNA Sequencing	136.4	14	9.65		Homo sapiens									iPSC_2006152_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913489		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913489;view=dataRecord	32321
TST12086	Plate1	G8	G	8	iPSC-BIO-2006152-10x-bridge-a	RNA	ELN Illumina RNA Sequencing	118.45	7	9.51		Homo sapiens									iPSC_2006152_10x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913364	BRP100562	1913429		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913429;view=dataRecord	32261
TST12086	Plate3	G8	G	8	iPSC-BIO-2006152-10x-bridge-c	RNA	ELN Illumina RNA Sequencing	118.45	7	9.51		Homo sapiens									iPSC_2006152_10x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913366	BRP100564	1913569		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913569;view=dataRecord	32401
TST12086	Plate2	A1	A	1	iPSC-BIO-2006152-3x-1	RNA	ELN Illumina RNA Sequencing	192.3	14	7.45		Homo sapiens									iPSC_2006152_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913437		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913437;view=dataRecord	32269
TST12086	Plate2	H2	H	2	iPSC-BIO-2006152-3x-2	RNA	ELN Illumina RNA Sequencing	76.42	14	8.56		Homo sapiens									iPSC_2006152_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913452		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913452;view=dataRecord	32284
TST12086	Plate2	G4	G	4	iPSC-BIO-2006152-3x-3	RNA	ELN Illumina RNA Sequencing	198	14	9.91		Homo sapiens									iPSC_2006152_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913467		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913467;view=dataRecord	32299
TST12086	Plate2	F6	F	6	iPSC-BIO-2006152-3x-4	RNA	ELN Illumina RNA Sequencing	111.3	14	9.41		Homo sapiens									iPSC_2006152_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913482		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913482;view=dataRecord	32314
TST12086	Plate1	F8	F	8	iPSC-BIO-2006152-3x-bridge-a	RNA	ELN Illumina RNA Sequencing	152.2	7	9.8		Homo sapiens									iPSC_2006152_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913364	BRP100562	1913428		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913428;view=dataRecord	32260
TST12086	Plate2	F8	F	8	iPSC-BIO-2006152-3x-bridge-b	RNA	ELN Illumina RNA Sequencing	152.2	7	9.8		Homo sapiens									iPSC_2006152_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913498		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913498;view=dataRecord	32330
TST12086	Plate3	F8	F	8	iPSC-BIO-2006152-3x-bridge-c	RNA	ELN Illumina RNA Sequencing	152.2	7	9.8		Homo sapiens									iPSC_2006152_3x_bridge									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913366	BRP100564	1913568		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913568;view=dataRecord	32400
TST12086	Plate2	C2	C	2	iPSC-BIO-2189972-10x-1	RNA	ELN Illumina RNA Sequencing	153.6	14	7.46		Homo sapiens									iPSC_2189972_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913447		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913447;view=dataRecord	32279
TST12086	Plate2	B4	B	4	iPSC-BIO-2189972-10x-2	RNA	ELN Illumina RNA Sequencing	45.89	14	9.12		Homo sapiens									iPSC_2189972_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913462		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913462;view=dataRecord	32294
TST12086	Plate2	A6	A	6	iPSC-BIO-2189972-10x-3	RNA	ELN Illumina RNA Sequencing	138.2	14	9.75		Homo sapiens									iPSC_2189972_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913477		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913477;view=dataRecord	32309
TST12086	Plate2	H7	H	7	iPSC-BIO-2189972-10x-4	RNA	ELN Illumina RNA Sequencing	102.2	14	9.39		Homo sapiens									iPSC_2189972_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913492		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913492;view=dataRecord	32324
TST12086	Plate2	D1	D	1	iPSC-BIO-2189972-3x-1	RNA	ELN Illumina RNA Sequencing	202.5	14	7.81		Homo sapiens									iPSC_2189972_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913440		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913440;view=dataRecord	32272
TST12086	Plate2	C3	C	3	iPSC-BIO-2189972-3x-2	RNA	ELN Illumina RNA Sequencing	62.48	14	8.99		Homo sapiens									iPSC_2189972_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913455		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913455;view=dataRecord	32287
TST12086	Plate2	B5	B	5	iPSC-BIO-2189972-3x-3	RNA	ELN Illumina RNA Sequencing	152.5	14	9.87		Homo sapiens									iPSC_2189972_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913470		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913470;view=dataRecord	32302
TST12086	Plate2	A7	A	7	iPSC-BIO-2189972-3x-4	RNA	ELN Illumina RNA Sequencing	129.6	14	9.33		Homo sapiens									iPSC_2189972_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913485		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913485;view=dataRecord	32317
TST12086	Plate2	F2	F	2	iPSC-BIO-2194943-10x-1	RNA	ELN Illumina RNA Sequencing	154	14	7.42		Homo sapiens									iPSC_2194943_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913450		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913450;view=dataRecord	32282
TST12086	Plate2	E4	E	4	iPSC-BIO-2194943-10x-2	RNA	ELN Illumina RNA Sequencing	43.08	14	8.6		Homo sapiens									iPSC_2194943_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913465		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913465;view=dataRecord	32297
TST12086	Plate2	D6	D	6	iPSC-BIO-2194943-10x-3	RNA	ELN Illumina RNA Sequencing	197.5	14	10		Homo sapiens									iPSC_2194943_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913480		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913480;view=dataRecord	32312
TST12086	Plate2	C8	C	8	iPSC-BIO-2194943-10x-4	RNA	ELN Illumina RNA Sequencing	120.1	14	9.17		Homo sapiens									iPSC_2194943_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913495		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913495;view=dataRecord	32327
TST12086	Plate2	G1	G	1	iPSC-BIO-2194943-3x-1	RNA	ELN Illumina RNA Sequencing	210.6	14	7.42		Homo sapiens									iPSC_2194943_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913443		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913443;view=dataRecord	32275
TST12086	Plate2	F3	F	3	iPSC-BIO-2194943-3x-2	RNA	ELN Illumina RNA Sequencing	28.86	14	7.71		Homo sapiens									iPSC_2194943_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913458		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913458;view=dataRecord	32290
TST12086	Plate2	E5	E	5	iPSC-BIO-2194943-3x-3	RNA	ELN Illumina RNA Sequencing	197.1	14	9.93		Homo sapiens									iPSC_2194943_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913473		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913473;view=dataRecord	32305
TST12086	Plate2	D7	D	7	iPSC-BIO-2194943-3x-4	RNA	ELN Illumina RNA Sequencing	125.5	14	9.92		Homo sapiens									iPSC_2194943_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913488		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913488;view=dataRecord	32320
TST12086	Plate2	D2	D	2	iPSC-BIO-2195127-10x-1	RNA	ELN Illumina RNA Sequencing	145.1	14	7.42		Homo sapiens									iPSC_2195127_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913448		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913448;view=dataRecord	32280
TST12086	Plate2	C4	C	4	iPSC-BIO-2195127-10x-2	RNA	ELN Illumina RNA Sequencing	49.41	14	9.27		Homo sapiens									iPSC_2195127_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913463		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913463;view=dataRecord	32295
TST12086	Plate2	B6	B	6	iPSC-BIO-2195127-10x-3	RNA	ELN Illumina RNA Sequencing	177.3	14	10		Homo sapiens									iPSC_2195127_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913478		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913478;view=dataRecord	32310
TST12086	Plate2	A8	A	8	iPSC-BIO-2195127-10x-4	RNA	ELN Illumina RNA Sequencing	111.7	14	9.7		Homo sapiens									iPSC_2195127_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913493		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913493;view=dataRecord	32325
TST12086	Plate2	E1	E	1	iPSC-BIO-2195127-3x-1	RNA	ELN Illumina RNA Sequencing	169.7	14	7.45		Homo sapiens									iPSC_2195127_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913441		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913441;view=dataRecord	32273
TST12086	Plate2	D3	D	3	iPSC-BIO-2195127-3x-2	RNA	ELN Illumina RNA Sequencing	69.44	14	9.26		Homo sapiens									iPSC_2195127_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913456		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913456;view=dataRecord	32288
TST12086	Plate2	C5	C	5	iPSC-BIO-2195127-3x-3	RNA	ELN Illumina RNA Sequencing	196.2	14	10		Homo sapiens									iPSC_2195127_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913471		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913471;view=dataRecord	32303
TST12086	Plate2	B7	B	7	iPSC-BIO-2195127-3x-4	RNA	ELN Illumina RNA Sequencing	115.4	14	8.75		Homo sapiens									iPSC_2195127_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913486		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913486;view=dataRecord	32318
TST12086	Plate2	E2	E	2	iPSC-BIO-2195327-10x-1	RNA	ELN Illumina RNA Sequencing	157	14	7.47		Homo sapiens									iPSC_2195327_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913449		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913449;view=dataRecord	32281
TST12086	Plate2	D4	D	4	iPSC-BIO-2195327-10x-2	RNA	ELN Illumina RNA Sequencing	41.78	14	9.35		Homo sapiens									iPSC_2195327_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913464		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913464;view=dataRecord	32296
TST12086	Plate2	C6	C	6	iPSC-BIO-2195327-10x-3	RNA	ELN Illumina RNA Sequencing	200	14	10		Homo sapiens									iPSC_2195327_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913479		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913479;view=dataRecord	32311
TST12086	Plate2	B8	B	8	iPSC-BIO-2195327-10x-4	RNA	ELN Illumina RNA Sequencing	96.25	14	10		Homo sapiens									iPSC_2195327_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913494		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913494;view=dataRecord	32326
TST12086	Plate2	D5	D	5	iPSC-BIO-2195327-3x-3	RNA	ELN Illumina RNA Sequencing	205.7	14	9.57		Homo sapiens									iPSC_2195327_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913472		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913472;view=dataRecord	32304
TST12086	Plate2	C7	C	7	iPSC-BIO-2195327-3x-4	RNA	ELN Illumina RNA Sequencing	125.2	14	9.87		Homo sapiens									iPSC_2195327_3x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913487		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913487;view=dataRecord	32319
TST12086	Plate2	B2	B	2	iPSC-BIO-2197294-10x-1	RNA	ELN Illumina RNA Sequencing	155	14	7.58		Homo sapiens									iPSC_2197294_10x									12/19/22 14:55		Biogen_Production	400	1913363	REQ100368	1913365	BRP100563	1913446		https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913446;view=dataRecord	32278
