"TST_ID","Plate_Name","Well","Well_Row","Well_Column","Sample_Name","Sample_Type","Sample_Process","Concentration","Volume","RIN","Organism","Treatment","Status_Time","Sapio_Profile","Sapio_Submission_ID","Sapio_Request_ID","Sapio_Request_Name","Sapio_Plate_ID","Sapio_Plate_Name","Sapio_Sample_ID","Sapio_URL","ID","Intragenic_Rate","Exonic_Rate","Mapping_Rate","Genes_Detected","Mean_Per_Base_Cov.","Estimated_Library_Size","Mapped","Intergenic_Rate","Total_Purity_Filtered_Reads_Sequenced","Intronic_Rate","Fragment_Length_Mean","rRNA_rate","No._Covered_x5p","Duplication_Rate_of_Mapped"
"TST12086","Plate2","C2","C",2,"iPSC-BIO-2189972-10x-1","RNA","ELN Illumina RNA Sequencing",153.6,14,7.46,"Homo sapiens","iPSC_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913447,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913447;view=dataRecord",32279,0.9718902,0.8970659,0.9673809,29617,346.276,0,235588029,0.027631765,243531824,0.074824296,547,0.0038749762,934,0
"TST12086","Plate2","B4","B",4,"iPSC-BIO-2189972-10x-2","RNA","ELN Illumina RNA Sequencing",45.89,14,9.12,"Homo sapiens","iPSC_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913462,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913462;view=dataRecord",32294,0.96290004,0.8881534,0.96129256,28210,265.31534,0,180853211,0.036606528,188135448,0.07474668,489,0.0040001655,901,0
"TST12086","Plate2","A6","A",6,"iPSC-BIO-2189972-10x-3","RNA","ELN Illumina RNA Sequencing",138.2,14,9.75,"Homo sapiens","iPSC_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913477,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913477;view=dataRecord",32309,0.9665215,0.89839506,0.9647438,27946,273.00827,0,182943515,0.03295621,189629112,0.068126455,495,0.0038033242,925,0
"TST12086","Plate2","H7","H",7,"iPSC-BIO-2189972-10x-4","RNA","ELN Illumina RNA Sequencing",102.2,14,9.39,"Homo sapiens","iPSC_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913492,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913492;view=dataRecord",32324,0.97070795,0.9089785,0.96647906,27286,250.12248,0,164780832,0.028759412,170496012,0.061729375,462,0.0039448077,907,0
"TST12086","Plate2","D1","D",1,"iPSC-BIO-2189972-3x-1","RNA","ELN Illumina RNA Sequencing",202.5,14,7.81,"Homo sapiens","iPSC_2189972_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913440,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913440;view=dataRecord",32272,0.96335614,0.8816539,0.9711254,30096,386.0481,0,270360525,0.03615449,278399184,0.08170222,578,0.0040832954,928,0
"TST12086","Plate2","C3","C",3,"iPSC-BIO-2189972-3x-2","RNA","ELN Illumina RNA Sequencing",62.48,14,8.99,"Homo sapiens","iPSC_2189972_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913455,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913455;view=dataRecord",32287,0.9627748,0.89297575,0.96985805,28477,287.38293,0,193078770,0.036705244,199079414,0.06979908,489,0.0024646397,922,0
"TST12086","Plate2","B5","B",5,"iPSC-BIO-2189972-3x-3","RNA","ELN Illumina RNA Sequencing",152.5,14,9.87,"Homo sapiens","iPSC_2189972_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913470,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913470;view=dataRecord",32302,0.96318215,0.90199804,0.9674615,27401,305.87213,0,200851394,0.036294047,207606586,0.061184116,516,0.0044147777,914,0
"TST12086","Plate2","A7","A",7,"iPSC-BIO-2189972-3x-4","RNA","ELN Illumina RNA Sequencing",129.6,14,9.33,"Homo sapiens","iPSC_2189972_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913485,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913485;view=dataRecord",32317,0.9712888,0.90650535,0.9663727,29055,364.18265,0,242241916,0.028169159,250671308,0.064783484,562,0.004255952,919,0
"TST12086","Plate2","F2","F",2,"iPSC-BIO-2194943-10x-1","RNA","ELN Illumina RNA Sequencing",154,14,7.42,"Homo sapiens","iPSC_2194943_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913450,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913450;view=dataRecord",32282,0.9631867,0.88726294,0.9661403,28276,270.16565,0,184604608,0.036322575,191074340,0.075923786,482,0.0039871396,921,0
"TST12086","Plate2","E4","E",4,"iPSC-BIO-2194943-10x-2","RNA","ELN Illumina RNA Sequencing",43.08,14,8.6,"Homo sapiens","iPSC_2194943_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913465,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913465;view=dataRecord",32297,0.9648544,0.887283,0.9667934,28615,272.13382,0,184622298,0.03465291,190963552,0.077571414,476,0.004026737,933,0
"TST12086","Plate2","D6","D",6,"iPSC-BIO-2194943-10x-3","RNA","ELN Illumina RNA Sequencing",197.5,14,10,"Homo sapiens","iPSC_2194943_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913480,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913480;view=dataRecord",32312,0.9637305,0.9019736,0.96506244,27527,305.42062,0,200927869,0.035745744,208201934,0.061756913,507,0.0045534833,899,0
"TST12086","Plate2","C8","C",8,"iPSC-BIO-2194943-10x-4","RNA","ELN Illumina RNA Sequencing",120.1,14,9.17,"Homo sapiens","iPSC_2194943_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913495,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913495;view=dataRecord",32327,0.9652995,0.8905477,0.9647875,28835,315.82214,0,215476542,0.03418231,223340950,0.074751735,510,0.004645803,914,0
"TST12086","Plate2","G1","G",1,"iPSC-BIO-2194943-3x-1","RNA","ELN Illumina RNA Sequencing",210.6,14,7.42,"Homo sapiens","iPSC_2194943_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913443,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913443;view=dataRecord",32275,0.963384,0.888632,0.9677014,29358,349.10864,0,240892583,0.036114164,248932774,0.07475202,545,0.003494751,932,0
"TST12086","Plate2","F3","F",3,"iPSC-BIO-2194943-3x-2","RNA","ELN Illumina RNA Sequencing",28.86,14,7.71,"Homo sapiens","iPSC_2194943_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913458,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913458;view=dataRecord",32290,0.9679153,0.89202666,0.96811044,28997,294.44797,0,201250439,0.031579,207879612,0.075888634,492,0.003651474,922,0
"TST12086","Plate2","E5","E",5,"iPSC-BIO-2194943-3x-3","RNA","ELN Illumina RNA Sequencing",197.1,14,9.93,"Homo sapiens","iPSC_2194943_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913473,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913473;view=dataRecord",32305,0.9619859,0.8996621,0.9639521,27852,325.75494,0,216550156,0.037497353,224648248,0.062323768,530,0.0040310086,904,0
"TST12086","Plate2","D7","D",7,"iPSC-BIO-2194943-3x-4","RNA","ELN Illumina RNA Sequencing",125.5,14,9.92,"Homo sapiens","iPSC_2194943_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913488,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913488;view=dataRecord",32320,0.969839,0.9031819,0.9664391,28878,340.65637,0,226690475,0.029626383,234562610,0.06665713,534,0.0037346191,919,0
"TST12086","Plate2","D2","D",2,"iPSC-BIO-2195127-10x-1","RNA","ELN Illumina RNA Sequencing",145.1,14,7.42,"Homo sapiens","iPSC_2195127_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913448,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913448;view=dataRecord",32280,0.9655151,0.8925373,0.9637451,29032,311.32126,0,210915106,0.03399579,218849468,0.072977796,533,0.0030817073,912,0
"TST12086","Plate2","C4","C",4,"iPSC-BIO-2195127-10x-2","RNA","ELN Illumina RNA Sequencing",49.41,14,9.27,"Homo sapiens","iPSC_2195127_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913463,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913463;view=dataRecord",32295,0.9654155,0.8859125,0.96844095,28497,266.9477,0,183160330,0.03409115,189129076,0.07950302,480,0.0048020855,937,0
