,dPSI_U1_mut2_500_CHX_vs_U1_mut2_500_EtOH
HNRNPLL,-0.252206318075094
HOMER3,0.255329199815147
HOTAIR,-0.261216991989595
HOXA.AS2,0.29891200948545
HSD17B7,0.271087085219763
HSD17B7P2,0.298803952999991
HUNK,0.307548090969974
IFFO1,-0.457376577617896
ILKAP,0.26844046122086
IMPACT,0.386230311006278
INPP5J,0.314557880512906
ISG15,-0.323205007646783
JAK2,0.260051798594686
KANSL2,-0.402661725794158
KCNT2,0.346110899051328
KDM3A,-0.353980367827001
KHDC4,0.489802091474261
KHNYN,-0.264697819703335
KIF27,0.314020209915625
KLHL2,-0.260197998893309
KLHL36,-0.287839167452382
KLHL42,-0.306945915304558
L3HYPDH,-0.328255542010999
LATS1,-0.27409451993196
LINC01446,-0.290854757736264
LPXN,0.286911704014362
LRCH2,-0.275938498467265
LRIG2,0.251774062559262
LRP4,0.316850635525353
LRRC69,0.312874822198796
LRRC75B,-0.312966266352481
LRRCC1,0.290242743463645
LTN1,-0.32247477185434
MACROD1,0.253268994753789
MADD,-0.261740382095021
MAN2A1,-0.303738170689774
MAN2A2,0.286121051279609
MANBA,-0.300969972456648
MAP3K15,-0.410575367368728
MAP4K5,0.385312090193876
MAST1,-0.29663351233695
MCEE,0.436191744586265
MCOLN3,-0.394149750658613
MEGF11,0.303862367882904
MFSD14C,0.268045769283591
MICA,-0.279857687386871
MIGA1,-0.320929567413824
MIGA2,-0.337566916379207
MLLT10,-0.276936555939495
MMP25.AS1,0.252013973050881
MMS22L,-0.326018284155554
MOV10,-0.306187996917086
MPPE1,-0.312030847545858
MRPS6,0.418380819962711
MSANTD2,-0.310576849912735
MTA1,-0.283351317118171
MTAP,-0.259261769271468
MYL5,-0.259912584212989
MYO1D,0.256654329078513
NAA16,-0.437218110527769
NADSYN1,-0.274896194593466
NAF1,-0.265300415058687
NBEAL1,0.278817042011086
NCBP3,-0.298571807917092
NCOA7,-0.315020561714811
NECAB2,0.431918803550987
NEK7,-0.290753766225061
NIPSNAP3B,-0.363953767494754
NKTR,0.294339830384921
NNT,-0.377588975792249
NOD1,0.281306376004649
NOM1,-0.289598664763218
NOMO2,0.270038082009811
NOMO3,0.261826005601251
NOP14.AS1,0.295738249229067
NOTCH2NLC,0.251375915597412
NPHP3,0.305460919984808
NR4A1,-0.303838593060779
NSUN5P1,-0.407141734725137
NT5C2,-0.251826477672998
NUDCD3,-0.282843395774693
NUDT16L1,0.428867249488096
ODR4,-0.411955474143912
ORC1,-0.30204757460422
OSGEP,-0.286924773203602
PAK3,0.256744018905431
PAN2,-0.313073560075393
PAN3,-0.318712122669532
PANK2,0.292245470275274
PANK4,0.478399615413706
PARG,-0.376709107766479
PARGP1,0.381889761680369
PARP3,-0.259941232347635
PARP4,-0.388703674429641
PATL1,-0.406079222095222
PAXBP1,0.468856358183415
PCCA,-0.389360773285808
PCIF1,-0.336903128317119
PCMTD1,-0.311254295767216
PCSK5,0.412959401942109
PDCD6IPP2,0.377055962058782
PDE5A,0.265961496434334
PDSS1,0.383127765769412
PEX26,0.250648919136764
PHACTR4,-0.319508898913734
PHIP,-0.358680821847207
PIAS3,0.442392223420427
PIEZO1,-0.296640650574435
PIF1,0.426633164651092
PISD,-0.278709853875267
PKD2,-0.262094427954483
PLA2G6,-0.268281370524746
PM20D2,-0.289325448310025
PMS2P2,0.336514770006532
POGLUT1,-0.271276133184681
POLG,0.276675696982944
POLN,-0.366816906715431
PPCS,0.44314473370864
PPP1R9A,-0.368760620492588
PPP3CC,0.285618515017925
PPP4R3A,-0.326340338833996
PRKG2,0.330447063549901
PRMT9,0.391264264135865
PRPF39,0.25071445758679
PSMG3.AS1,0.266274124876326
PTBP2,0.496599444470635
PTPRJ,0.31368191612529
PTRH2,-0.293748471694228
PUS10,-0.279944991049156
PYCR1,0.321820458506228
QRFPR,-0.434123546848706
QSOX2,0.274251310899734
RAB5A,-0.268273811447363
RABGAP1L,-0.260193207372725
RAD54B,-0.308698425804075
RAPGEF6,-0.261054102330727
RCBTB2,0.387205223439231
RELCH,-0.382789416482799
REXO5,0.297990101766176
RHBDD2,0.294480183019459
RHBDD3,0.395581911405021
RHOT1,-0.274039789616237
RIMKLB,0.437427989008039
RIOK3,0.343470575579301
RPS3,0.352363875535145
RRAGB,-0.49563368562822
RRN3P1,0.262410597486828
RSRC2,-0.369827801015596
RSRP1,-0.461411244071148
RTTN,0.304075118278566
S100PBP,-0.260046610906385
SAAL1,-0.264411368750579
SCAF11,-0.252553005144174
SCAI,-0.307731338225886
SCAND2P,0.338646137861191
SDHAP3,0.252027054844011
SDK2,-0.254345029079603
SEC24D,-0.253859995724613
SEC61A2,0.255162139894146
SELENOO,-0.312772300929023
SEMA6C,-0.371836658815918
SF3A1,0.30620607840733
SF3B3,-0.328092264742314
SFMBT2,0.473855985673295
SHOX2,-0.26306545916573
SIAE,-0.418832781540092
SIPA1L2,-0.288428815250629
SLC15A4,0.354493278034374
SLC1A3,-0.360300926741037
SLC20A2,-0.33240522956587
SLC22A17,0.367607876738681
SLC25A25,-0.261440598881514
SLC26A6,0.255939701958227
SLC35E2A,0.259370522641013
SLC36A4,-0.456058175872856
SLC38A6,-0.342316213971869
SLC4A7,0.339612693049262
SLC6A6,0.287670667620476
SLC7A6,-0.429939049510618
SLC7A6OS,0.447414669571571
SLC9A5,0.265433291955815
SLITRK3,0.327205475214534
SLX1A.SULT1A3,0.380252807144485
SLX1B,0.392592232497898
SMARCD3,-0.253696594309581
SMG1P5,-0.270770304097677
SMNDC1,0.298382228265117
SNHG1,-0.27750223751385
SNHG17,-0.253925100687459
SNHG20,0.267696190476688
SNRNP48,0.276189216864867
SPATA5L1,0.425124741477506
SPATS2,-0.376666571474271
SPEF2,-0.396766789728397
SPIN2B,0.330307866328828
SREK1,-0.309798806122699
SRP54.AS1,0.353635571824728
SRSF4,-0.371937074581028
SRSF6,0.2612216790413
STAG3L4,-0.355222246067663
STARD5,0.266475533423583
STAT2,-0.309273971847319
STK17B,-0.260322801567852
SULT1C4,0.252016063731405
SUPT3H,-0.294429041073327
SUZ12P1,-0.406218641716688
TAF1,-0.270704997183919
TARDBP,-0.273541681421375
TARS3,-0.314151565806233
TBC1D8B,0.259450638697656
TBCK,-0.488290724722143
TBX18,-0.325704594464369
TCERG1,-0.342060500079075
TCF25,-0.319469435855822
TEP1,0.271790893408909
TERT,0.290038871770747
THUMPD2,0.274104574473006
TIAL1,-0.287162025219466
TMEM120A,0.255695634810594
TMEM182,0.323596722763103
TMEM189,-0.310304664300968
TMEM222,-0.382759804467976
TMEM234,-0.26957575528632
TMEM237,-0.329572678834217
TMEM39B,-0.382814687577697
TMEM44,0.399204749682756
TNFRSF19,0.334150633809549
TOE1,0.283010561220069
TOGARAM1,-0.381153184794177
TOMM20,-0.267345012861658
TPCN1,-0.386566769088069
TRAPPC2,-0.254661768895187
TRIO,-0.32996069998165
TRIT1,0.314061559924326
TRMT11,-0.426319169076837
TRMT13,-0.260051106414319
TRMT44,-0.260829937905406
TRNAU1AP,-0.302753292471228
TRNT1,-0.275661265562448
TRPV1,-0.27038937468756
TSPYL2,0.583210111559342
TTC39C,-0.272760592568088
TTC9C,-0.357788259643097
TTF1,0.322587813584574
TTLL5,0.271765256101124
TUBG2,0.351776078530979
TUBGCP4,-0.46636113148961
TUBGCP5,0.261251737887168
TUT7,0.284298715869016
TXNDC16,-0.377641073589464
TYW1B,-0.362576452421454
UAP1L1,0.262126278017291
UBE3D,-0.270887905163077
UBP1,-0.284146569392563
UBR2,-0.295691450483659
UBR3,-0.355981146631593
UBR5,-0.258194345305383
UBXN2B,-0.286038717824853
UGGT2,-0.258622270797581
UHRF2,-0.292855689093842
USP15,-0.310432787048756
USP2,0.250872638423579
VARS2,0.250297605812345
VCPKMT,0.322210546654769
VIPR1,0.362328174444849
VPS13C,-0.256250871902929
VPS36,-0.337781762774135
VPS8,-0.32729577730727
WARS2.AS1,0.279841472335936
WDFY2,-0.373488539889052
WDR27,0.250545166423491
WDR61,0.361414929498266
WHAMM,0.290902969617885
XPA,-0.315984210198083
XPNPEP3,-0.26836610379302
YAF2,-0.265213760114221
Z98745.2,0.281794725460785
ZDHHC17,-0.308218566192868
ZFAS1,-0.321918791518509
ZFAT,-0.38528871335433
ZHX3,-0.255689370477512
ZKSCAN5,0.285952104228726
ZMIZ2,-0.265931147541595
ZNF16,-0.257979766430338
ZNF202,0.322792126825568
ZNF226,0.30177827957025
ZNF276,0.275873353730691
ZNF280D,0.332562451734044
ZNF286A,0.257462793677201
ZNF382,0.361148693943479
ZNF429,0.285884964956684
ZNF628,-0.35231546499916
ZNF707,-0.29378159826639
ZNF711,0.250630684278726
ZNF783,0.294073199958136
ZNF829,0.277309200319728
ZNF830,0.399224191958621
ZNF837,0.317211521342387
ZNHIT6,-0.251084907993646
ZSCAN26,0.257440490434019
ZZEF1,-0.313310133190779
